,Unnamed: 0,B,C,D,E,F,L,A,Basal,index_all
17937,"phoA,mntC,clpP,carB,rluB,hisS,atpB_2,cluster",0.060606061,0.060606061,0,0.090909091,0.096721311,0,0.052086387,0.96996997,0.605262723
