,gene_group,B,C,D,E,F,L,A,,Basal,index_all
4534,"pmi,hprK,carB,dinG,gatA,group",0.119318182,0.176136364,0,0,0.18852459,0,0.057167986,0.541147122,0.938438438,0.61070065
2512,"phoA,hprK,carB,odhB,prfA,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.081822116,0.54118004,0.947447447,0.618755613
806,"pmi,hprK,polC,scrB,ctrA,group",0.176136364,0.119318182,0,0,0.18852459,0,0.057223828,0.541202963,0.948948949,0.611444439
810,"pmi,hprK,polC,scrB,prfA,group",0.176136364,0.119318182,0,0,0.18852459,0,0.057223828,0.541202963,0.948948949,0.611444439
4632,"pmi,hprK,mntB,pnpA,scrB,group",0.176136364,0.119318182,0,0,0.18852459,0,0.057237788,0.541216924,0.960960961,0.610832879
4680,"pmi,hprK,mntB,pycA,scrB,group",0.176136364,0.119318182,0,0,0.18852459,0,0.057237788,0.541216924,0.953453453,0.610805331
4716,"pmi,hprK,mntB,recG,scrB,group",0.176136364,0.119318182,0,0,0.18852459,0,0.057237788,0.541216924,0.953453453,0.610805331
480,"pmi,hprK,pnpA,plsY,scrB,group",0.176136364,0.119318182,0,0,0.18852459,0,0.057237788,0.541216924,0.951951952,0.610799821
768,"pmi,hprK,pycA,plsY,scrB,group",0.176136364,0.119318182,0,0,0.18852459,0,0.057237788,0.541216924,0.948948949,0.610788802
984,"pmi,hprK,recG,plsY,scrB,group",0.176136364,0.119318182,0,0,0.18852459,0,0.057237788,0.541216924,0.948948949,0.610788802
1080,"pmi,hprK,trkA,aroA,scrB,group",0.176136364,0.119318182,0,0,0.18852459,0,0.057237788,0.541216924,0.960960961,0.610832879
4508,"pmi,hprK,mntB,carB,metK,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.082101325,0.541459248,0.959459459,0.620375421
4336,"pmi,hprK,mntB,metK,atpB_2,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.082101325,0.541459248,0.956456456,0.621069624
1769,"pmi,hprK,trkA,scrB,murZ,group",0.176136364,0.119318182,0,0,0.158469945,0,0.087559855,0.541484346,0.954954955,0.623135706
438,"phoA,hprK,pnpA,rarA,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.082199048,0.541556971,0.957957958,0.618937428
918,"phoA,hprK,pycA,rarA,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.082199048,0.541556971,0.954954955,0.618926409
1278,"phoA,hprK,recG,rarA,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.082199048,0.541556971,0.954954955,0.618926409
455,"phoA,hprK,rpoC,trkA,rarA,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.082199048,0.541556971,0.971471471,0.61830383
2812,"phoA,clpB,polC,metK,atpB_2,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.082199048,0.541556971,0.915915916,0.61878867
1392,"phoA,clpB,trkA,plsY,metK,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.082213008,0.541570932,0.930930931,0.618144053
3077,"phoA,hprK,cysS,murD,secF,group",0.176136364,0.060606061,0,0,0.18852459,0,0.1165138,0.541780814,0.966966967,0.631939968
3040,"phoA,hprK,cysS,ctaA,scrB,group",0.176136364,0.060606061,0,0,0.18852459,0,0.116541721,0.541808735,0.963963964,0.631939968
1556,"phoA,clpB,carB,tgt,mqo1,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.082478257,0.54183618,0.948948949,0.619020071
2293,"phoA,clpB,mntC,polC,murZ,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.082492217,0.541850141,0.951951952,0.6190366
4687,"phoA,hprK,murD,thiI,murZ,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.082492217,0.541850141,0.947447447,0.619020071
1417,"phoA,hprK,rnc,scrB,thiM,group",0.176136364,0.060606061,0,0.090909091,0.187978142,0,0.026231659,0.541861317,0.957957958,0.596948811
1657,"phoA,hprK,typA,scrB,thiM,group",0.176136364,0.060606061,0,0.090909091,0.187978142,0,0.026231659,0.541861317,0.957957958,0.596948811
3888,"pmi,hprK,pitA,carB,mqo1,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.082506177,0.541864101,0.957957958,0.621234911
4048,"phoA,hprK,mnhD_1,trkA,atpB_2,group",0.176136364,0.060606061,0,0.090909091,0.127868852,0,0.086345297,0.541865665,0.963963964,0.620155039
1486,"phoA,hprK,trkA,groEL,tdk,group",0.176136364,0.060606061,0,0.090909091,0.187978142,0,0.02624562,0.541875277,0.957957958,0.59695432
2055,"phoA,hprK,mntC,groEL,thiM,group",0.176136364,0.060606061,0,0.090909091,0.187978142,0,0.02624562,0.541875277,0.968468468,0.596992887
2140,"phoA,clpB,murD,scrB,tdk,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.082673703,0.542031626,0.93993994,0.619064148
111,"phoA,hprK,pitA,polC,thiI,group",0.119318182,0.060606061,0,0.177489177,0.158469945,0,0.026231659,0.542115025,0.959459459,0.595918525
214,"pmi,hprK,pitA,carB,tgt,group",0.060606061,0.119318182,0,0.177489177,0.158469945,0,0.026231659,0.542115025,0.95045045,0.598100307
2836,"phoA,hprK,abcA,ctaA,tdk,group",0.060606061,0.119318182,0,0.177489177,0.158469945,0,0.026231659,0.542115025,0.963963964,0.596623747
3766,"phoA,hprK,mnh_A1,polC,tdk,group",0.119318182,0.060606061,0,0.177489177,0.158469945,0,0.026231659,0.542115025,0.962462462,0.596612728
4416,"phoA,hprK,mntC,purL,tdk,group",0.119318182,0.060606061,0,0.177489177,0.158469945,0,0.026231659,0.542115025,0.962462462,0.596612728
4320,"phoA,hprK,ctaA,tgt,tdk,group",0.060606061,0.119318182,0,0.177489177,0.158469945,0,0.026231659,0.542115025,0.938438438,0.596530085
3895,"phoA,hprK,mnh_A1,pnpA,thiI,group",0.119318182,0.060606061,0,0.177489177,0.158469945,0,0.02624562,0.542128985,0.96996997,0.595962601
3943,"phoA,hprK,mnh_A1,pycA,thiI,group",0.119318182,0.060606061,0,0.177489177,0.158469945,0,0.02624562,0.542128985,0.965465465,0.595946073
4406,"phoA,hprK,mntC,priA,tdk,group",0.060606061,0.119318182,0,0.177489177,0.158469945,0,0.02624562,0.542128985,0.963963964,0.596629257
3247,"phoA,hprK,cysS,trkA,thiI,group",0.176136364,0.060606061,0,0.090909091,0.127868852,0,0.086722229,0.542242597,0.966966967,0.61965367
3021,"phoA,hprK,cysS,carB,drm,group",0.176136364,0.060606061,0,0,0.18852459,0,0.116988455,0.542255469,0.96996997,0.632799458
37,"phoA,hprK,pbpA,gatA,thiM,group",0.176136364,0.060606061,0,0.090909091,0.18852459,0,0.026161857,0.542337963,0.944444444,0.596877187
2607,"phoA,clpB,rpoC,carB,thiM,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.026203739,0.542379844,0.956456456,0.596948811
2392,"phoA,clpB,pbpA,tgt,atpB_2,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.026203739,0.542379844,0.927927928,0.596844129
757,"phoA,hprK,purL,gatA,thiM,group",0.176136364,0.060606061,0,0.090909091,0.18852459,0,0.026217699,0.542393804,0.938438438,0.596877187
4314,"pmi,hprK,carB,tgt,prfA,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.026217699,0.542393804,0.938438438,0.599114064
2210,"phoA,hprK,mntC,polC,dinG,group",0.176136364,0.060606061,0,0.090909091,0.18852459,0,0.026231659,0.542407765,0.962462462,0.596309703
3905,"phoA,hprK,mnh_A1,polC,secF,group",0.176136364,0.060606061,0,0.090909091,0.18852459,0,0.026231659,0.542407765,0.962462462,0.596309703
4685,"phoA,hprK,mntC,purL,secF,group",0.176136364,0.060606061,0,0.090909091,0.18852459,0,0.026231659,0.542407765,0.962462462,0.596309703
96,"phoA,hprK,pbpA,scrB,tdk,group",0.176136364,0.060606061,0,0.090909091,0.18852459,0,0.026231659,0.542407765,0.963963964,0.596976359
3213,"phoA,hprK,plsY,scrB,thiM,group",0.176136364,0.060606061,0,0.090909091,0.18852459,0,0.026231659,0.542407765,0.957957958,0.59695432
1985,"phoA,hprK,mntB,scrB,thiM,group",0.176136364,0.060606061,0,0.090909091,0.18852459,0,0.026231659,0.542407765,0.963963964,0.596976359
3702,"pmi,hprK,mntC,ctaA,tdk,group",0.060606061,0.119318182,0,0.177489177,0.127868852,0,0.057251749,0.542534021,0.959459459,0.610772274
2287,"phoA,clpB,pitA,ctaA,thiI,group",0,0.119318182,0,0.177489177,0.18852459,0,0.057223828,0.542555777,0.947447447,0.608226861
1363,"phoA,clpB,mnh_A1,pknB,thiI,group",0,0.119318182,0,0.177489177,0.18852459,0,0.057237788,0.542569738,0.959459459,0.608276447
3876,"pmi,clpB,rnc,gatA,tdk,group",0,0.176136364,0,0.090909091,0.187978142,0,0.087657578,0.542681175,0.906906907,0.623064082
4116,"pmi,clpB,typA,gatA,tdk,group",0,0.176136364,0,0.090909091,0.187978142,0,0.087657578,0.542681175,0.906906907,0.623064082
3993,"pmi,clpB,trkA,gatA,murZ,group",0.060606061,0.176136364,0,0,0.18852459,0,0.11747707,0.542744084,0.915915916,0.634931654
2853,"pmi,clpB,pknB,scrB,murZ,group",0.060606061,0.176136364,0,0,0.18852459,0,0.117546872,0.542813887,0.936936937,0.635036335
2298,"pmi,clpB,mntC,murD,gatA,group",0,0.176136364,0,0.090909091,0.158469945,0,0.117644595,0.543159995,0.944444444,0.634011559
3996,"pmi,clpB,trkA,gatA,tdk,group",0.060606061,0.176136364,0,0.090909091,0.127868852,0,0.087657578,0.543177946,0.915915916,0.622667394
298,"phoA,clpB,abcA,murD,gatA,group",0,0.176136364,0,0.090909091,0.18852459,0,0.087629658,0.543199702,0.951951952,0.620336854
3872,"pmi,clpB,plsY,gatA,tdk,group",0,0.176136364,0,0.090909091,0.18852459,0,0.087657578,0.543227623,0.921921922,0.623124687
3124,"pmi,clpB,mntB,gatA,tdk,group",0,0.176136364,0,0.090909091,0.18852459,0,0.087657578,0.543227623,0.945945946,0.623212839
3242,"pmi,clpB,mntC,gatA,prfA,group",0,0.176136364,0,0.090909091,0.18852459,0,0.087657578,0.543227623,0.945945946,0.623212839
2856,"pmi,clpB,pknB,scrB,tdk,group",0.060606061,0.176136364,0,0.090909091,0.127868852,0,0.087727381,0.543247748,0.936936937,0.622772075
2238,"phoA,clpB,mntC,nusA,atpB_2,group",0.060606061,0.176136364,0,0.090909091,0.158469945,0,0.057154025,0.543275486,0.957957958,0.608899026
1974,"pmi,clpB,pitA,trkA,atpB_2,group",0.060606061,0.176136364,0,0.090909091,0.158469945,0,0.057223828,0.543345288,0.93993994,0.611053261
716,"phoA,clpB,abcA,carB,tdk,group",0,0.176136364,0,0.177489177,0.158469945,0,0.031410981,0.543506468,0.957957958,0.598645752
1036,"phoA,clpB,pitA,tgt,atpB_2,group",0,0.176136364,0,0.177489177,0.158469945,0,0.031410981,0.543506468,0.93993994,0.598579638
3352,"phoA,clpB,qoxA,tgt,atpB_2,group",0,0.176136364,0,0.177489177,0.158469945,0,0.031410981,0.543506468,0.915915916,0.598491485
2504,"pmi,hprK,cysS,pknB,atpB_2,group",0.119318182,0.119318182,0,0,0.18852459,0,0.116541721,0.543702675,0.960960961,0.63473331
3894,"pmi,hprK,pitA,coaBC,atpB_2,group",0.119318182,0.119318182,0,0.090909091,0.187978142,0,0.02624562,0.543769217,0.947447447,0.599158141
2246,"pmi,clpB,mntC,carB,tgt,group",0,0.176136364,0,0.177489177,0.127868852,0,0.062333347,0.543827741,0.948948949,0.612000904
1406,"phoA,hprK,cysS,thiI,atpB_2,group",0.119318182,0.119318182,0,0.090909091,0.127868852,0,0.086540744,0.543955051,0.966966967,0.620254211
2817,"phoA,hprK,abcA,carB,thiM,group",0.119318182,0.119318182,0,0.177489177,0.127868852,0,0,0.543994394,0.968468468,0.586122543
4081,"phoA,hprK,carB,tgt,thiM,group",0.119318182,0.119318182,0,0.177489177,0.127868852,0,0,0.543994394,0.947447447,0.58604541
1265,"phoA,hprK,abcA,carB,scpB,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.026106016,0.54417606,0.975975976,0.59646948
1554,"phoA,hprK,carB,scpB,tgt,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.026106016,0.54417606,0.968468468,0.596441932
4554,"phoA,hprK,pitA,nusA,prfA,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.026161857,0.544231902,0.962462462,0.59695432
2285,"phoA,hprK,rpoC,gatA,thiM,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.026161857,0.544231902,0.962462462,0.59695432
3649,"phoA,hprK,mnh_A1,carB,cbiO_1,group",0.060606061,0.060606061,0,0.177489177,0.18852459,0,0.057056302,0.544282191,0.974474474,0.608987179
32,"phoA,hprK,pitA,murD,metK,group",0.060606061,0.060606061,0,0.177489177,0.158469945,0,0.087127082,0.544298326,0.954954955,0.619807937
2789,"phoA,hprK,abcA,ctaA,secF,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.026231659,0.544301704,0.963963964,0.596304193
2844,"phoA,hprK,birA,scrB,atpB_2,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.026231659,0.544301704,0.957957958,0.596965339
3954,"pmi,hprK,pitA,pbpA,atpB_2,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.026231659,0.544301704,0.956456456,0.599191198
2344,"phoA,hprK,rpoC,scrB,tdk,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.026231659,0.544301704,0.963963964,0.596987378
1504,"phoA,hprK,carB,birA,scrB,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.026231659,0.544301704,0.962462462,0.596298684
2625,"phoA,hprK,ctaA,dinG,thiM,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.026231659,0.544301704,0.938438438,0.596893715
346,"phoA,hprK,pknB,secF,tdk,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.02624562,0.544315665,0.938438438,0.596899225
2086,"phoA,hprK,mntC,rarA,atpB_2,group",0.060606061,0.060606061,0,0.177489177,0.158469945,0,0.087252726,0.54442397,0.96996997,0.620617841
4231,"pmi,hprK,carB,gatA,drm,group",0.119318182,0.119318182,0,0,0.18852459,0,0.117379347,0.544540301,0.95045045,0.635025316
3755,"phoA,clpB,trkA,gatA,drm,group",0.119318182,0.119318182,0,0,0.18852459,0,0.117421228,0.544582182,0.948948949,0.632904139
116,"pmi,clpB,trkA,plsY,mqo1,group",0.119318182,0.119318182,0,0,0.18852459,0,0.117532912,0.544693866,0.95045045,0.635085921
1652,"pmi,hprK,rnc,scrB,tdk,group",0.119318182,0.119318182,0,0.090909091,0.157923497,0,0.057237788,0.54470674,0.951951952,0.611102847
1892,"pmi,hprK,typA,scrB,tdk,group",0.119318182,0.119318182,0,0.090909091,0.157923497,0,0.057237788,0.54470674,0.951951952,0.611102847
3252,"pmi,hprK,cysS,carB,scrB,group",0.176136364,0.119318182,0,0,0.127868852,0,0.121483715,0.544807113,0.962462462,0.635581781
3776,"pmi,hprK,cysS,scrB,atpB_2,group",0.176136364,0.119318182,0,0,0.127868852,0,0.121483715,0.544807113,0.962462462,0.636242927
603,"phoA,hprK,polC,thiI,murZ,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.057056302,0.545071702,0.947447447,0.608821893
4038,"phoA,hprK,mnhD_1,rnc,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.187978142,0,0.086345297,0.545156773,0.962462462,0.620590293
4058,"phoA,hprK,mnhD_1,typA,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.187978142,0,0.086345297,0.545156773,0.962462462,0.620590293
3761,"phoA,clpB,trkA,gatA,thiM,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.057154025,0.545169425,0.923423423,0.608772307
326,"pmi,hprK,pitA,pnpA,gatA,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.057181946,0.545197346,0.95045045,0.610397624
374,"pmi,hprK,pitA,pycA,gatA,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.057181946,0.545197346,0.945945946,0.610381096
410,"pmi,hprK,pitA,recG,gatA,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.057181946,0.545197346,0.945945946,0.610381096
905,"phoA,clpB,mntC,scrB,thiM,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.057223828,0.545239228,0.957957958,0.608926574
3580,"phoA,clpB,recG,scrB,tdk,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.057223828,0.545239228,0.93993994,0.60886046
3820,"phoA,clpB,trkA,scrB,tdk,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.057223828,0.545239228,0.947447447,0.608888007
4652,"pmi,hprK,plsY,scrB,tdk,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.057237788,0.545253188,0.951951952,0.611108356
4384,"pmi,hprK,mntB,scrB,tdk,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.057237788,0.545253188,0.960960961,0.611141414
4502,"pmi,hprK,mntC,scrB,prfA,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.057237788,0.545253188,0.957957958,0.611130395
4789,"pmi,hprK,mntC,ctaA,secF,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.057251749,0.545267148,0.956456456,0.61044721
3206,"phoA,hprK,cysS,rnc,tdk,group",0.119318182,0.060606061,0,0.090909091,0.187978142,0,0.086540744,0.545352219,0.966966967,0.620683956
3226,"phoA,hprK,cysS,typA,tdk,group",0.119318182,0.060606061,0,0.090909091,0.187978142,0,0.086540744,0.545352219,0.966966967,0.620683956
188,"pmi,hprK,mntC,trkA,scrB,group",0.176136364,0.119318182,0,0.090909091,0.096721311,0,0.062361268,0.545446216,0.960960961,0.61204498
4347,"phoA,hprK,mntC,nusA,thiM,group",0.176136364,0.119318182,0,0.090909091,0.127868852,0,0.0313691,0.545601589,0.962462462,0.598568619
4802,"phoA,hprK,nusA,thiI,atpB_2,group",0.119318182,0.176136364,0,0.090909091,0.127868852,0,0.0313691,0.545601589,0.953453453,0.598541071
3908,"phoA,hprK,mnhD_1,murD,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.158469945,0,0.116318354,0.545621632,0.962462462,0.63215484
1784,"pmi,hprK,trkA,tgt,atpB_2,group",0.119318182,0.176136364,0,0.090909091,0.127868852,0,0.031424942,0.545657431,0.935435435,0.600717344
3280,"phoA,hprK,mnhD_1,aroA,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.086345297,0.545703221,0.968468468,0.620617841
3320,"phoA,hprK,mnhD_1,plsY,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.086345297,0.545703221,0.962462462,0.620595803
94,"pmi,hprK,murD,secF,atpB_2,group",0.119318182,0.176136364,0,0,0.187978142,0,0.062333347,0.545766035,0.929429429,0.613383801
3076,"phoA,hprK,cysS,murD,tdk,group",0.119318182,0.060606061,0,0.090909091,0.158469945,0,0.1165138,0.545817079,0.966966967,0.632248503
3088,"phoA,hprK,cysS,plsY,tdk,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.086540744,0.545898667,0.966966967,0.620689465
1389,"phoA,hprK,cysS,carB,odhB,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.086875794,0.546233717,0.966966967,0.62013851
4644,"pmi,hprK,mntB,polC,scrB,group",0.176136364,0.119318182,0,0,0.18852459,0,0.062347308,0.546326443,0.957957958,0.612838355
504,"pmi,hprK,polC,aroA,scrB,group",0.176136364,0.119318182,0,0,0.18852459,0,0.062347308,0.546326443,0.954954955,0.612827336
552,"pmi,hprK,polC,plsY,scrB,group",0.176136364,0.119318182,0,0,0.18852459,0,0.062347308,0.546326443,0.948948949,0.612805298
809,"pmi,hprK,polC,scrB,murZ,group",0.176136364,0.119318182,0,0,0.158469945,0,0.092585612,0.546510103,0.948948949,0.625097106
4004,"pmi,hprK,mnh_A1,carB,metK,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.087155003,0.546512926,0.959459459,0.622369878
4096,"pmi,hprK,mnh_A1,metK,atpB_2,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.087155003,0.546512926,0.956456456,0.623064082
3133,"phoA,hprK,cysS,polC,murZ,group",0.176136364,0.060606061,0,0,0.18852459,0,0.121302229,0.546569244,0.966966967,0.6344964
558,"phoA,hprK,polC,rarA,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.087238765,0.546596689,0.954954955,0.620920866
1476,"phoA,clpB,mnh_A1,trkA,metK,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.087266686,0.54662461,0.954954955,0.620232172
4239,"phoA,hprK,ctaA,gatA,sua5,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.087420251,0.546778175,0.942942943,0.620948414
4371,"phoA,hprK,mntC,pknB,drm,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.087462132,0.546820056,0.968468468,0.621058605
2160,"phoA,hprK,pitA,gatA,mqo1,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.087490053,0.546847977,0.965465465,0.621058605
4561,"pmi,hprK,pitA,gatA,murZ,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.087504014,0.546861937,0.947447447,0.623168763
4326,"phoA,hprK,ctaA,thiI,mqo1,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.087559855,0.546917779,0.951951952,0.621036567
3699,"pmi,hprK,mntC,ctaA,murZ,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.087573816,0.546931739,0.956456456,0.623229368
2004,"phoA,hprK,mnhD_1,trkA,aroA,group",0.176136364,0,0,0.090909091,0.18852459,0,0.091385015,0.54695506,0.96996997,0.621940133
2008,"phoA,hprK,mnhD_1,trkA,plsY,group",0.176136364,0,0,0.090909091,0.18852459,0,0.091385015,0.54695506,0.962462462,0.621912585
4062,"pmi,hprK,mnh_A1,murD,gatA,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.087685499,0.547043423,0.954954955,0.622562712
1664,"pmi,hprK,rnc,tgt,atpB_2,group",0.060606061,0.176136364,0,0.090909091,0.187978142,0,0.031424942,0.547054599,0.929429429,0.60113056
1904,"pmi,hprK,typA,tgt,atpB_2,group",0.060606061,0.176136364,0,0.090909091,0.187978142,0,0.031424942,0.547054599,0.929429429,0.60113056
1496,"phoA,hprK,trkA,metK,tdk,group",0.119318182,0.060606061,0,0.177489177,0.127868852,0,0.06177493,0.547057202,0.942942943,0.610298452
2065,"phoA,hprK,mntC,metK,thiM,group",0.119318182,0.060606061,0,0.177489177,0.127868852,0,0.06177493,0.547057202,0.962462462,0.610370077
4751,"phoA,hprK,mntC,trkA,groEL,group",0.176136364,0.060606061,0,0.090909091,0.187978142,0,0.031452863,0.54708252,0.96996997,0.598397823
2068,"phoA,clpB,mntC,murD,scrB,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.087727381,0.547085304,0.957957958,0.620425007
997,"phoA,hprK,qoxA,gatA,thiM,group",0.119318182,0.060606061,0,0.177489177,0.158469945,0,0.0313691,0.547252465,0.938438438,0.5985576
1204,"phoA,hprK,abcA,gatA,tdk,group",0.060606061,0.119318182,0,0.177489177,0.158469945,0,0.0313691,0.547252465,0.963963964,0.598656772
2397,"phoA,clpB,pitA,carB,thiM,group",0.060606061,0.119318182,0,0.177489177,0.158469945,0,0.031410981,0.547294347,0.944444444,0.598601676
2791,"phoA,hprK,abcA,ctaA,thiI,group",0.060606061,0.119318182,0,0.177489177,0.158469945,0,0.031438902,0.547322267,0.966966967,0.597990116
3907,"phoA,hprK,mnh_A1,polC,thiI,group",0.119318182,0.060606061,0,0.177489177,0.158469945,0,0.031438902,0.547322267,0.965465465,0.598001135
4687,"phoA,hprK,mntC,purL,thiI,group",0.119318182,0.060606061,0,0.177489177,0.158469945,0,0.031438902,0.547322267,0.965465465,0.598001135
1056,"phoA,hprK,qoxA,scrB,tdk,group",0.119318182,0.060606061,0,0.177489177,0.158469945,0,0.031438902,0.547322267,0.957957958,0.598656772
4034,"pmi,hprK,pitA,qoxA,atpB_2,group",0.060606061,0.119318182,0,0.177489177,0.158469945,0,0.031438902,0.547322267,0.947447447,0.600849573
1744,"phoA,hprK,mnh_A1,scrB,tdk,group",0.119318182,0.060606061,0,0.177489177,0.158469945,0,0.031438902,0.547322267,0.963963964,0.59867881
4675,"phoA,hprK,mntC,priA,thiI,group",0.060606061,0.119318182,0,0.177489177,0.158469945,0,0.031452863,0.547336228,0.966966967,0.597995625
366,"phoA,hprK,pknB,thiI,tdk,group",0.060606061,0.119318182,0,0.177489177,0.158469945,0,0.031452863,0.547336228,0.947447447,0.598629224
694,"pmi,hprK,pnpA,secF,atpB_2,group",0.176136364,0.176136364,0,0,0.158469945,0,0.036618224,0.547360897,0.933933934,0.603119508
1174,"pmi,hprK,pycA,secF,atpB_2,group",0.176136364,0.176136364,0,0,0.158469945,0,0.036618224,0.547360897,0.929429429,0.603102979
1534,"pmi,hprK,recG,secF,atpB_2,group",0.176136364,0.176136364,0,0,0.158469945,0,0.036618224,0.547360897,0.929429429,0.603102979
1352,"pmi,hprK,trkA,dinG,atpB_2,group",0.176136364,0.176136364,0,0,0.158469945,0,0.036618224,0.547360897,0.935435435,0.603125017
204,"pmi,hprK,nusA,scrB,atpB_2,group",0.176136364,0.176136364,0,0,0.127868852,0,0.067387025,0.547528605,0.957957958,0.615042176
2387,"phoA,hprK,pitA,trkA,scpB,group",0.176136364,0.060606061,0,0.090909091,0.18852459,0,0.0313691,0.547545205,0.968468468,0.598530052
4755,"phoA,hprK,mntC,trkA,rarA,group",0.119318182,0,0,0.177489177,0.158469945,0,0.092292443,0.547569748,0.971471471,0.621923605
245,"phoA,clpB,abcA,carB,secF,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.031410981,0.547587087,0.957957958,0.59830967
2742,"phoA,clpB,rpoC,trkA,tgt,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.031410981,0.547587087,0.954954955,0.598298651
2264,"phoA,clpB,dinG,tgt,atpB_2,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.031410981,0.547587087,0.915915916,0.598860625
808,"phoA,clpB,abcA,pnpA,atpB_2,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.031410981,0.547587087,0.956456456,0.599009383
848,"phoA,clpB,abcA,pycA,atpB_2,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.031410981,0.547587087,0.953453453,0.598998364
878,"phoA,clpB,abcA,recG,atpB_2,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.031410981,0.547587087,0.953453453,0.598998364
1245,"phoA,clpB,carB,dinG,thiM,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.031410981,0.547587087,0.926426426,0.598899192
2032,"phoA,clpB,gmk,tgt,atpB_2,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.031410981,0.547587087,0.915915916,0.598860625
3838,"phoA,clpB,trkA,tgt,prfA,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.031410981,0.547587087,0.923423423,0.598888173
4664,"pmi,hprK,plsY,tgt,atpB_2,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.031424942,0.547601047,0.929429429,0.601136069
4102,"pmi,hprK,rpoC,carB,tdk,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.031424942,0.547601047,0.963963964,0.601262789
4396,"pmi,hprK,mntB,tgt,atpB_2,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.031424942,0.547601047,0.956456456,0.601235241
