,gene_group,B,C,D,E,F,L,A,,Basal,index_all
2920,"phoA,hprK,mnh_A1,carB,plsY,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.015789253,0.416435056,0.966966967,0.592519132
6660,"phoA,hprK,mntC,carB,aroA,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.015789253,0.416435056,0.96996997,0.592530151
7968,"phoA,hprK,pitA,carB,plsY,tdk,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.015789253,0.416435056,0.960960961,0.592497094
3300,"phoA,hprK,mntC,carB,obgE,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.015789253,0.416435056,0.966966967,0.592519132
6020,"phoA,hprK,pitA,ctaA,gatA,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.046893105,0.417484262,0.956456456,0.604485876
6028,"phoA,hprK,pitA,ctaA,gatA,tdk,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.052044506,0.422635663,0.956456456,0.60652441
10460,"pmi,hprK,carB,plsY,gatA,atpB_2,group",0.060606061,0.119318182,0,0,0.18852459,0,0.057167986,0.425616819,0.938438438,0.611047751
980,"pmi,hprK,mntB,carB,gatA,atpB_2,group",0.060606061,0.119318182,0,0,0.18852459,0,0.057167986,0.425616819,0.960960961,0.611130395
5660,"phoA,clpB,pitA,carB,gatA,atpB_2,group",0,0.119318182,0,0.090909091,0.158469945,0,0.057154025,0.425851244,0.944444444,0.608502339
5320,"phoA,hprK,carB,plsY,metK,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.05665145,0.427242607,0.947447447,0.608315014
21020,"phoA,hprK,mnh_A1,ctaA,gatA,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.057181946,0.427773104,0.962462462,0.608579473
3500,"phoA,hprK,mntC,ctaA,gatA,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.057181946,0.427773104,0.962462462,0.608579473
3320,"phoA,hprK,mntC,carB,scrB,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.127868852,0,0.031438902,0.430141088,0.968468468,0.598276613
8900,"phoA,hprK,rpoC,murD,gatA,atpB_2,group",0.060606061,0.119318182,0,0,0.18852459,0,0.062263545,0.430712378,0.962462462,0.610954089
3140,"phoA,clpB,mntC,carB,gatA,atpB_2,group",0,0.119318182,0,0.090909091,0.158469945,0,0.062277506,0.430974724,0.956456456,0.61057393
5668,"phoA,clpB,pitA,carB,gatA,tdk,group",0,0.119318182,0,0.090909091,0.158469945,0,0.062277506,0.430974724,0.944444444,0.610529854
5786,"phoA,hprK,pitA,carB,gatA,prfA,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.0313691,0.432014902,0.960960961,0.598662281
20800,"phoA,hprK,mnh_A1,carB,metK,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.06177493,0.432366087,0.966966967,0.610414153
3269,"phoA,hprK,mntC,carB,gatA,thiM,group",0.119318182,0.060606061,0,0.090909091,0.127868852,0,0.036562382,0.435264568,0.966966967,0.600298618
8060,"phoA,hprK,pitA,trkA,gatA,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.127868852,0,0.036562382,0.435264568,0.960960961,0.600276579
7940,"phoA,hprK,pitA,rnc,gatA,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.187978142,0,0.036562382,0.436661736,0.956456456,0.600695305
8180,"phoA,hprK,pitA,typA,gatA,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.187978142,0,0.036562382,0.436661736,0.956456456,0.600695305
2186,"phoA,hprK,pitA,carB,plsY,gatA,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.036562382,0.437208184,0.959459459,0.600006611
5308,"phoA,hprK,carB,plsY,gatA,tdk,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.036562382,0.437208184,0.947447447,0.600667758
748,"phoA,hprK,mntB,carB,gatA,tdk,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.036562382,0.437208184,0.966966967,0.600739382
3266,"phoA,hprK,mntC,carB,gatA,prfA,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.036562382,0.437208184,0.966966967,0.600739382
24500,"phoA,hprK,pitA,plsY,gatA,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.036562382,0.437208184,0.956456456,0.600700815
3040,"phoA,hprK,mnh_A1,ctaA,plsY,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.036632184,0.437277987,0.962462462,0.600750401
6820,"phoA,hprK,mntC,ctaA,plsY,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.036632184,0.437277987,0.962462462,0.600750401
5370,"phoA,hprK,carB,plsY,secF,atpB_2,group",0.119318182,0.119318182,0,0,0.18852459,0,0.010540129,0.437701083,0.947447447,0.590601808
810,"phoA,hprK,mntB,carB,secF,atpB_2,group",0.119318182,0.119318182,0,0,0.18852459,0,0.010540129,0.437701083,0.966966967,0.590673432
21380,"phoA,hprK,mnh_A1,murD,gatA,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.067400986,0.437992143,0.962462462,0.612623483
13220,"phoA,hprK,cysS,carB,gatA,atpB_2,group",0.119318182,0.060606061,0,0,0.158469945,0,0.101534252,0.43992844,0.966966967,0.626204526
5540,"phoA,hprK,mntC,trkA,gatA,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.127868852,0,0.041741704,0.44044389,0.963963964,0.602337151
8068,"phoA,hprK,pitA,trkA,gatA,tdk,group",0.119318182,0.060606061,0,0.090909091,0.127868852,0,0.041741704,0.44044389,0.960960961,0.602326132
19180,"phoA,clpB,mntC,carB,plsY,atpB_2,group",0,0.119318182,0,0.090909091,0.18852459,0,0.041783585,0.440535448,0.962462462,0.602788935
5420,"phoA,hprK,mntC,rnc,gatA,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.187978142,0,0.041741704,0.441841058,0.962462462,0.602766896
5660,"phoA,hprK,mntC,typA,gatA,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.187978142,0,0.041741704,0.441841058,0.962462462,0.602766896
7948,"phoA,hprK,pitA,rnc,gatA,tdk,group",0.060606061,0.060606061,0,0.090909091,0.187978142,0,0.041741704,0.441841058,0.956456456,0.602744858
8188,"phoA,hprK,pitA,typA,gatA,tdk,group",0.060606061,0.060606061,0,0.090909091,0.187978142,0,0.041741704,0.441841058,0.956456456,0.602744858
674,"phoA,hprK,mntC,carB,plsY,gatA,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.041741704,0.442387506,0.965465465,0.602078203
23780,"phoA,hprK,mntC,plsY,gatA,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.041741704,0.442387506,0.962462462,0.602772406
24508,"phoA,hprK,pitA,plsY,gatA,tdk,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.041741704,0.442387506,0.956456456,0.602750368
8260,"phoA,hprK,pitA,murD,plsY,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.041769625,0.442415427,0.956456456,0.602761387
17690,"phoA,hprK,fhuA_2~~~fhuA_1,qoxB,murC,atpB_2,group",0.176136364,0.060606061,0,0,0.186885246,0,0.021024417,0.444652087,0.962462462,0.594778048
18050,"phoA,hprK,fhuA_2~~~fhuA_1,trkA,murC,atpB_2,group",0.176136364,0.060606061,0,0,0.186885246,0,0.021024417,0.444652087,0.963963964,0.594783557
5390,"phoA,hprK,carB,plsY,thiI,atpB_2,group",0.060606061,0.119318182,0,0.090909091,0.158469945,0,0.015789253,0.445092532,0.947447447,0.592320788
6709,"phoA,hprK,mntC,carB,plsY,thiM,group",0.119318182,0.060606061,0,0.090909091,0.158469945,0,0.015789253,0.445092532,0.966966967,0.592386903
830,"phoA,hprK,mntB,carB,thiI,atpB_2,group",0.060606061,0.119318182,0,0.090909091,0.158469945,0,0.015789253,0.445092532,0.966966967,0.592392412
6860,"phoA,hprK,pitA,pknB,gatA,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.046907065,0.447552868,0.956456456,0.604794411
8268,"phoA,hprK,pitA,murD,plsY,tdk,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.046934986,0.447580789,0.956456456,0.60480543
8360,"phoA,hprK,rpoC,carB,scrB,atpB_2,group",0.119318182,0.119318182,0,0,0.18852459,0,0.021010456,0.44817141,0.968468468,0.594822124
10520,"pmi,hprK,carB,plsY,scrB,atpB_2,group",0.119318182,0.119318182,0,0,0.158469945,0,0.052100348,0.449206657,0.953453453,0.608970651
1040,"pmi,hprK,mntB,carB,scrB,atpB_2,group",0.119318182,0.119318182,0,0,0.158469945,0,0.052100348,0.449206657,0.962462462,0.609003708
24220,"phoA,hprK,cysS,carB,plsY,atpB_2,group",0.119318182,0.060606061,0,0,0.18852459,0,0.081487066,0.449935898,0.966966967,0.618573798
7840,"phoA,hprK,mntC,trkA,plsY,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.158469945,0,0.021024417,0.450327695,0.963963964,0.594447475
6020,"pmi,hprK,pitA,carB,gatA,atpB_2,group",0.060606061,0.119318182,0,0.090909091,0.127868852,0,0.052044506,0.450746692,0.951951952,0.608579473
4340,"phoA,hprK,mntC,pknB,gatA,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.052058466,0.452704269,0.962462462,0.606854983
6868,"phoA,hprK,pitA,pknB,gatA,tdk,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.052058466,0.452704269,0.956456456,0.606832945
21040,"phoA,hprK,mnh_A1,ctaA,metK,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.082115285,0.452706443,0.962462462,0.618447078
7000,"phoA,hprK,mntC,murD,plsY,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.052086387,0.452732189,0.962462462,0.606866002
10700,"phoA,hprK,abcA,carB,gatA,atpB_2,group",0.060606061,0.119318182,0,0.090909091,0.158469945,0,0.026161857,0.455465136,0.968468468,0.596502537
20840,"phoA,hprK,mnh_A1,carB,scrB,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.158469945,0,0.026231659,0.455534938,0.968468468,0.596524575
5840,"phoA,hprK,pitA,carB,scrB,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.158469945,0,0.026231659,0.455534938,0.962462462,0.596502537
6028,"pmi,hprK,pitA,carB,gatA,tdk,group",0.060606061,0.119318182,0,0.090909091,0.127868852,0,0.057181946,0.455884132,0.954954955,0.610618006
6260,"phoA,clpB,pitA,murD,gatA,atpB_2,group",0,0.119318182,0,0.090909091,0.158469945,0,0.087629658,0.456326876,0.93993994,0.620546217
17600,"phoA,hprK,recG,plsY,scrB,atpB_2,group",0.176136364,0.060606061,0,0,0.18852459,0,0.031438902,0.456705917,0.957957958,0.598899192
19040,"phoA,hprK,trkA,plsY,scrB,atpB_2,group",0.176136364,0.060606061,0,0,0.18852459,0,0.031438902,0.456705917,0.962462462,0.59891572
2840,"phoA,hprK,mntB,recG,scrB,atpB_2,group",0.176136364,0.060606061,0,0,0.18852459,0,0.031438902,0.456705917,0.963963964,0.59892123
3080,"phoA,hprK,mntB,trkA,scrB,atpB_2,group",0.176136364,0.060606061,0,0,0.18852459,0,0.031438902,0.456705917,0.965465465,0.59892674
18280,"phoA,hprK,mfd,carB,metK,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.05665145,0.457297252,0.968468468,0.608695173
760,"phoA,hprK,mntB,carB,metK,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.05665145,0.457297252,0.966966967,0.608689664
5060,"phoA,hprK,carB,dinG,gatA,atpB_2,group",0.119318182,0.119318182,0,0,0.18852459,0,0.0313691,0.458530054,0.947447447,0.598844096
10580,"phoA,hprK,rpoC,trkA,gatA,atpB_2,group",0.119318182,0.119318182,0,0,0.18852459,0,0.0313691,0.458530054,0.963963964,0.598904701
5848,"phoA,hprK,pitA,carB,scrB,tdk,group",0.119318182,0.060606061,0,0.090909091,0.158469945,0,0.031438902,0.460742181,0.962462462,0.598563109
3500,"pmi,hprK,mntC,carB,gatA,atpB_2,group",0.060606061,0.119318182,0,0.090909091,0.127868852,0,0.062291466,0.460993652,0.960960961,0.61265654
20660,"phoA,clpB,mnh_A1,carB,gatA,atpB_2,group",0,0.119318182,0,0.090909091,0.18852459,0,0.062277506,0.461029368,0.956456456,0.610876955
6268,"phoA,clpB,pitA,murD,gatA,tdk,group",0,0.119318182,0,0.090909091,0.158469945,0,0.092669375,0.461366593,0.93993994,0.622540674
16010,"pmi,hprK,fhuA_2~~~fhuA_1,carB,murC,atpB_2,group",0.119318182,0.119318182,0,0,0.186885246,0,0.036632184,0.462153794,0.960960961,0.603180113
6386,"phoA,hprK,pitA,murD,gatA,prfA,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.062263545,0.462909347,0.956456456,0.610871446
5380,"phoA,hprK,carB,plsY,tgt,atpB_2,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.005277045,0.464634968,0.947447447,0.588464103
22960,"phoA,hprK,abcA,carB,plsY,atpB_2,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.005277045,0.464634968,0.968468468,0.588541236
820,"phoA,hprK,mntB,carB,tgt,atpB_2,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.005277045,0.464634968,0.966966967,0.588535727
6980,"phoA,hprK,pitA,pnpA,gatA,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.158469945,0,0.036562382,0.465865661,0.960960961,0.600585114
7460,"phoA,hprK,pitA,pycA,gatA,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.158469945,0,0.036562382,0.465865661,0.956456456,0.600568586
7820,"phoA,hprK,pitA,recG,gatA,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.158469945,0,0.036562382,0.465865661,0.956456456,0.600568586
6740,"phoA,clpB,pitA,pknB,gatA,atpB_2,group",0,0.119318182,0,0.090909091,0.18852459,0,0.067387025,0.466138888,0.944444444,0.612854884
3740,"phoA,clpB,mntC,murD,gatA,atpB_2,group",0,0.119318182,0,0.090909091,0.158469945,0,0.097695132,0.46639235,0.951951952,0.624573699
21220,"phoA,hprK,mnh_A1,carB,plsY,metK,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.066884449,0.467530252,0.965465465,0.612028451
21640,"phoA,hprK,mnh_A1,plsY,metK,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.066884449,0.467530252,0.962462462,0.612722655
5785,"phoA,hprK,pitA,carB,gatA,murZ,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.0672195,0.467865302,0.960960961,0.612849374
2546,"phoA,hprK,pitA,murD,plsY,gatA,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.067373065,0.468018867,0.954954955,0.612182719
3268,"phoA,hprK,mntC,carB,gatA,tdk,group",0.060606061,0.060606061,0,0.177489177,0.127868852,0,0.041741704,0.468311855,0.966966967,0.602287565
7100,"phoA,hprK,pitA,polC,gatA,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.158469945,0,0.041727744,0.471031022,0.956456456,0.602612629
23060,"phoA,hprK,mnh_A1,trkA,gatA,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.158469945,0,0.041741704,0.471044983,0.963963964,0.602645686
4460,"phoA,hprK,mntC,pnpA,gatA,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.158469945,0,0.041741704,0.471044983,0.966966967,0.602656705
4940,"phoA,hprK,mntC,pycA,gatA,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.158469945,0,0.041741704,0.471044983,0.962462462,0.602640177
5300,"phoA,hprK,mntC,recG,gatA,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.158469945,0,0.041741704,0.471044983,0.962462462,0.602640177
6988,"phoA,hprK,pitA,pnpA,gatA,tdk,group",0.119318182,0.060606061,0,0.090909091,0.158469945,0,0.041741704,0.471044983,0.960960961,0.602634667
7468,"phoA,hprK,pitA,pycA,gatA,tdk,group",0.119318182,0.060606061,0,0.090909091,0.158469945,0,0.041741704,0.471044983,0.956456456,0.602618139
7828,"phoA,hprK,pitA,recG,gatA,tdk,group",0.119318182,0.060606061,0,0.090909091,0.158469945,0,0.041741704,0.471044983,0.956456456,0.602618139
6820,"pmi,hprK,mntC,carB,plsY,atpB_2,group",0.060606061,0.119318182,0,0.090909091,0.158469945,0,0.041797546,0.471100824,0.960960961,0.604877054
6704,"phoA,hprK,mntC,carB,plsY,mqo1,group",0.119318182,0,0,0.090909091,0.18852459,0,0.072370901,0.471122764,0.968468468,0.614904437
3869,"phoA,hprK,mntC,murD,gatA,thiM,group",0.119318182,0.060606061,0,0.090909091,0.127868852,0,0.072468624,0.47117081,0.962462462,0.614491221
5900,"phoA,clpB,pitA,ctaA,gatA,atpB_2,group",0,0.119318182,0,0.090909091,0.18852459,0,0.072468624,0.471220487,0.93993994,0.614849341
4220,"phoA,clpB,mntC,pknB,gatA,atpB_2,group",0,0.119318182,0,0.090909091,0.18852459,0,0.072482584,0.471234447,0.956456456,0.614915456
6748,"phoA,clpB,pitA,pknB,gatA,tdk,group",0,0.119318182,0,0.090909091,0.18852459,0,0.072482584,0.471234447,0.944444444,0.61487138
3265,"phoA,hprK,mntC,carB,gatA,murZ,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.072315059,0.472960861,0.966966967,0.614887908
8908,"phoA,hprK,murD,plsY,gatA,tdk,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.072468624,0.473114426,0.938438438,0.614843832
1348,"phoA,hprK,mntB,murD,gatA,tdk,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.072468624,0.473114426,0.962462462,0.614931985
3866,"phoA,hprK,mntC,murD,gatA,prfA,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.072468624,0.473114426,0.962462462,0.614931985
3330,"phoA,hprK,mntC,carB,secF,atpB_2,group",0.119318182,0.119318182,0,0.090909091,0.127868852,0,0.015789253,0.47320356,0.966966967,0.592254673
15779,"phoA,hprK,fhuA_2~~~fhuA_1,carB,murC,thiM,group",0.119318182,0.060606061,0,0.090909091,0.186885246,0,0.015789253,0.473507832,0.966966967,0.592673399
3290,"phoA,hprK,mntC,carB,murC,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.186885246,0,0.015789253,0.473507832,0.966966967,0.592673399
3299,"phoA,hprK,mntC,carB,murC,thiM,group",0.119318182,0.060606061,0,0.090909091,0.186885246,0,0.015789253,0.473507832,0.966966967,0.592673399
18560,"pmi,hprK,mfd,carB,scrB,atpB_2,group",0.119318182,0.119318182,0,0,0.18852459,0,0.046962907,0.474123861,0.965465465,0.607290238
13820,"phoA,hprK,cysS,murD,gatA,atpB_2,group",0.119318182,0.060606061,0,0,0.158469945,0,0.136170094,0.474564282,0.966966967,0.639912288
4910,"phoA,hprK,carB,aroA,thiI,atpB_2,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.015789253,0.475147177,0.959459459,0.59266789
6669,"phoA,hprK,mntC,carB,aroA,thiM,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.015789253,0.475147177,0.96996997,0.592700947
9100,"phoA,hprK,pitA,trkA,plsY,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.015789253,0.475147177,0.960960961,0.59266789
18350,"phoA,hprK,mfd,carB,thiI,atpB_2,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.015789253,0.475147177,0.968468468,0.592700947
3309,"phoA,hprK,mntC,carB,obgE,thiM,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.015789253,0.475147177,0.966966967,0.592689928
3350,"phoA,hprK,mntC,carB,thiI,atpB_2,group",0.060606061,0.119318182,0,0.177489177,0.096721311,0,0.021024417,0.475159148,0.966966967,0.593951615
15280,"phoA,clpB,carB,plsY,metK,atpB_2,group",0,0.119318182,0,0.090909091,0.18852459,0,0.07714537,0.475897233,0.938438438,0.616695041
4580,"phoA,hprK,mntC,polC,gatA,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.158469945,0,0.046893105,0.476196384,0.962462462,0.604678711
7108,"phoA,hprK,pitA,polC,gatA,tdk,group",0.119318182,0.060606061,0,0.090909091,0.158469945,0,0.046893105,0.476196384,0.956456456,0.604656672
21080,"phoA,hprK,mnh_A1,ctaA,scrB,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.158469945,0,0.046962907,0.476266186,0.963963964,0.604711768
5908,"phoA,clpB,pitA,ctaA,gatA,tdk,group",0,0.119318182,0,0.090909091,0.18852459,0,0.077550223,0.476302086,0.93993994,0.616860327
16040,"pmi,hprK,fhuA_2~~~fhuA_1,carB,scrB,atpB_2,group",0.119318182,0.119318182,0,0,0.186885246,0,0.052114308,0.477635918,0.962462462,0.609295714
6760,"phoA,hprK,ctaA,plsY,metK,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.077047647,0.477693449,0.938438438,0.616656474
6708,"phoA,hprK,mntC,carB,plsY,tdk,group",0.060606061,0.060606061,0,0.177489177,0.158469945,0,0.021024417,0.478195661,0.966966967,0.594397889
1034,"phoA,hprK,mntC,murD,plsY,gatA,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.077550223,0.478196025,0.960960961,0.616232239
15778,"phoA,hprK,fhuA_2~~~fhuA_1,carB,murC,tdk,group",0.119318182,0.060606061,0,0.090909091,0.186885246,0,0.021024417,0.478742996,0.966966967,0.59474499
15830,"phoA,hprK,fhuA_2~~~fhuA_1,carB,thiI,atpB_2,group",0.060606061,0.119318182,0,0.090909091,0.186885246,0,0.021024417,0.478742996,0.966966967,0.5947505
5420,"phoA,hprK,carB,scpB,gatA,atpB_2,group",0.119318182,0.119318182,0,0,0.18852459,0,0.051918862,0.479079816,0.968468468,0.607053327
10040,"pmi,hprK,carB,aroA,scrB,atpB_2,group",0.119318182,0.119318182,0,0,0.18852459,0,0.052100348,0.479261301,0.956456456,0.609284695
681,"phoA,hprK,mntC,carB,plsY,secF,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.021024417,0.48038234,0.966966967,0.594078335
4060,"phoA,hprK,mnh_A1,trkA,plsY,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.021024417,0.48038234,0.963963964,0.5947505
7300,"phoA,hprK,mntC,pnpA,plsY,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.021024417,0.48038234,0.966966967,0.594761519
7540,"phoA,hprK,mntC,pycA,plsY,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.021024417,0.48038234,0.962462462,0.59474499
7720,"phoA,hprK,mntC,recG,plsY,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.021024417,0.48038234,0.962462462,0.59474499
7800,"phoA,hprK,mntC,trkA,aroA,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.021024417,0.48038234,0.96996997,0.594772538
9108,"phoA,hprK,pitA,trkA,plsY,tdk,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.021024417,0.48038234,0.960960961,0.594739481
3240,"phoA,hprK,mntC,carB,alaS,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.021024417,0.48038234,0.966966967,0.594761519
5580,"phoA,hprK,mntC,trkA,obgE,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.021024417,0.48038234,0.963963964,0.5947505
20680,"phoA,clpB,mnh_A1,carB,metK,atpB_2,group",0,0.119318182,0,0.090909091,0.18852459,0,0.082213008,0.480964871,0.956456456,0.618766632
20900,"phoA,clpB,mnh_A1,ctaA,gatA,atpB_2,group",0,0.119318182,0,0.090909091,0.18852459,0,0.082617861,0.481369724,0.951951952,0.61890988
3380,"phoA,clpB,mntC,ctaA,gatA,atpB_2,group",0,0.119318182,0,0.090909091,0.18852459,0,0.082617861,0.481369724,0.951951952,0.61890988
6440,"phoA,hprK,pitA,murD,scrB,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.158469945,0,0.052100348,0.481403626,0.957957958,0.606722754
3560,"phoA,hprK,mntC,ctaA,scrB,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.158469945,0,0.052114308,0.481417587,0.963963964,0.606750302
