,B,C,D,E,F,L,A,,Basal,index_all
"phoA,hprK,polC,murC,group",0.176136364,0,0,0,0.216393443,0,0.015775293,0.408305099,0.938438438,0.592067349
"phoA,hprK,fhuA_2~~~fhuA_1,coaBC,group",0.119318182,0,0,0,0.273224044,0,0.015789253,0.408331479,0.960960961,0.59254117
"phoA,clpB,pknB,murC,group",0.060606061,0.060606061,0,0,0.245355191,0,0.041783585,0.408350898,0.926426426,0.602408776
"phoA,hprK,rpoC,purL,group",0.119318182,0.060606061,0,0,0.218032787,0,0.010526169,0.408483198,0.951951952,0.590050853
"phoA,hprK,purL,prfA,group",0.119318182,0.060606061,0,0,0.218032787,0,0.010526169,0.408483198,0.938438438,0.590684451
"phoA,hprK,mfd,recG,group",0.119318182,0.060606061,0,0,0.218032787,0,0.010540129,0.408497159,0.953453453,0.590061872
"phoA,hprK,rpoC,priA,group",0.060606061,0.119318182,0,0,0.218032787,0,0.010540129,0.408497159,0.957957958,0.590061872
"phoA,hprK,mntB,dinG,group",0.119318182,0.060606061,0,0,0.218032787,0,0.010540129,0.408497159,0.962462462,0.59009493
"phoA,hprK,mfd,secF,group",0.119318182,0.060606061,0,0,0.218032787,0,0.010540129,0.408497159,0.963963964,0.590100439
"phoA,hprK,recG,aroA,group",0.119318182,0.060606061,0,0,0.218032787,0,0.010540129,0.408497159,0.953453453,0.590061872
"phoA,hprK,recG,obgE,group",0.119318182,0.060606061,0,0,0.218032787,0,0.010540129,0.408497159,0.938438438,0.590006777
"phoA,hprK,priA,prfA,group",0.060606061,0.119318182,0,0,0.218032787,0,0.010540129,0.408497159,0.93993994,0.59070098
"phoA,hprK,aroA,secF,group",0.119318182,0.060606061,0,0,0.218032787,0,0.010540129,0.408497159,0.953453453,0.590061872
"phoA,hprK,pnpA,tdk,group",0.119318182,0.060606061,0,0.090909091,0.127868852,0,0.010540129,0.409242315,0.942942943,0.589913114
"phoA,hprK,pycA,tdk,group",0.119318182,0.060606061,0,0.090909091,0.127868852,0,0.010540129,0.409242315,0.938438438,0.589896586
"phoA,hprK,recG,tdk,group",0.119318182,0.060606061,0,0.090909091,0.127868852,0,0.010540129,0.409242315,0.938438438,0.589896586
"phoA,hprK,mnh_A1,pbpA,group",0.119318182,0,0,0.090909091,0.18852459,0,0.010540129,0.409291992,0.960960961,0.58972579
"pmi,hprK,mntC,trkA,group",0.119318182,0.060606061,0,0.090909091,0.096721311,0,0.041797546,0.409352191,0.957957958,0.603560272
"pmi,hprK,cysS,carB,group",0.119318182,0.060606061,0,0,0.127868852,0,0.101590094,0.409383189,0.959459459,0.627361531
"phoA,clpB,pknB,murZ,group",0,0.119318182,0,0,0.218032787,0,0.07235694,0.409707909,0.926426426,0.614937494
"phoA,hprK,pknB,mqo1,group",0.119318182,0,0,0,0.218032787,0,0.072370901,0.40972187,0.951951952,0.615025647
"phoA,hprK,mfd,murZ,group",0.060606061,0.060606061,0,0,0.246994536,0,0.04161606,0.409822717,0.963963964,0.603202151
"phoA,hprK,obgE,murZ,group",0.060606061,0.060606061,0,0,0.246994536,0,0.04161606,0.409822717,0.938438438,0.603108489
"pmi,clpB,ctaA,aroA,group",0,0.119318182,0,0,0.218032787,0,0.072538426,0.409889395,0.924924925,0.61645813
"pmi,clpB,ctaA,obgE,group",0,0.119318182,0,0,0.218032787,0,0.072538426,0.409889395,0.906906907,0.616392016
"phoA,hprK,pnpA,alaS,group",0.176136364,0,0,0,0.218032787,0,0.015789253,0.409958404,0.942942943,0.592105916
"phoA,hprK,pycA,alaS,group",0.176136364,0,0,0,0.218032787,0,0.015789253,0.409958404,0.938438438,0.592089387
"phoA,clpB,mfd,polC,group",0.060606061,0.060606061,0,0,0.246994536,0,0.041769625,0.409976282,0.959459459,0.602541005
"phoA,clpB,mntB,purL,group",0.060606061,0.060606061,0,0,0.246994536,0,0.041769625,0.409976282,0.941441441,0.60247489
"phoA,clpB,purL,plsY,group",0.060606061,0.060606061,0,0,0.246994536,0,0.041769625,0.409976282,0.926426426,0.602419795
"phoA,clpB,polC,obgE,group",0.060606061,0.060606061,0,0,0.246994536,0,0.041769625,0.409976282,0.915915916,0.602381228
"phoA,clpB,purL,obgE,group",0.060606061,0.060606061,0,0,0.246994536,0,0.041769625,0.409976282,0.915915916,0.602381228
"pmi,hprK,mfd,pknB,group",0.060606061,0.060606061,0,0,0.246994536,0,0.041811506,0.410018163,0.957957958,0.604772373
"phoA,hprK,pnpA,murZ,group",0.119318182,0.060606061,0,0,0.18852459,0,0.04161606,0.410064893,0.942942943,0.602706291
"phoA,hprK,pycA,murZ,group",0.119318182,0.060606061,0,0,0.18852459,0,0.04161606,0.410064893,0.938438438,0.602689763
"phoA,hprK,recG,murZ,group",0.119318182,0.060606061,0,0,0.18852459,0,0.04161606,0.410064893,0.938438438,0.602689763
"phoA,hprK,murD,dinG,group",0.119318182,0.060606061,0,0,0.18852459,0,0.041769625,0.410218457,0.938438438,0.602067183
"pmi,hprK,mntB,polC,group",0.119318182,0.060606061,0,0,0.18852459,0,0.041783585,0.410232418,0.954954955,0.604353647
"pmi,hprK,polC,aroA,group",0.119318182,0.060606061,0,0,0.18852459,0,0.041783585,0.410232418,0.944444444,0.60431508
"pmi,hprK,polC,plsY,group",0.119318182,0.060606061,0,0,0.18852459,0,0.041783585,0.410232418,0.927927928,0.604254475
"phoA,clpB,pknB,secF,group",0.060606061,0.119318182,0,0,0.18852459,0,0.041783585,0.410232418,0.926426426,0.602012088
"pmi,hprK,ctaA,prfA,group",0.060606061,0.119318182,0,0,0.18852459,0,0.041797546,0.410246378,0.929429429,0.604948679
"phoA,clpB,pknB,tdk,group",0,0.119318182,0,0.090909091,0.158469945,0,0.041783585,0.410480803,0.926426426,0.60235368
"phoA,hprK,mfd,alaS,group",0.119318182,0,0,0,0.275409836,0,0.015789253,0.410517271,0.963963964,0.592574227
"phoA,hprK,aroA,alaS,group",0.119318182,0,0,0,0.275409836,0,0.015789253,0.410517271,0.953453453,0.592535661
"pmi,clpB,mntC,pknB,group",0,0.119318182,0,0.090909091,0.127868852,0,0.072538426,0.410634551,0.948948949,0.615752908
"phoA,hprK,mntC,ctrA,group",0.060606061,0.060606061,0,0.090909091,0.187978142,0,0.010540129,0.410639483,0.956456456,0.590397955
"phoA,clpB,mnh_A1,rnc,group",0,0.060606061,0,0.090909091,0.217486339,0,0.041783585,0.410785076,0.95045045,0.602133298
"phoA,clpB,mnh_A1,typA,group",0,0.060606061,0,0.090909091,0.217486339,0,0.041783585,0.410785076,0.95045045,0.602133298
"phoA,hprK,polC,secF,group",0.176136364,0.060606061,0,0,0.158469945,0,0.015775293,0.410987662,0.938438438,0.591665152
"phoA,hprK,cysS,pbpA,group",0.176136364,0,0,0,0.158469945,0,0.076419427,0.411025736,0.965465465,0.615582112
"phoA,hprK,mfd,tdk,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.010540129,0.411185932,0.963963964,0.590431012
"phoA,hprK,mnh_A1,prfA,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.010540129,0.411185932,0.956456456,0.590403464
"phoA,hprK,aroA,tdk,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.010540129,0.411185932,0.953453453,0.590392445
"phoA,hprK,obgE,tdk,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.010540129,0.411185932,0.938438438,0.59033735
"phoA,hprK,mntC,tdk,group",0.060606061,0.060606061,0,0.177489177,0.096721311,0,0.015789253,0.411211863,0.956456456,0.591665152
"phoA,clpB,mnh_A1,plsY,group",0,0.060606061,0,0.090909091,0.218032787,0,0.041783585,0.411331524,0.956456456,0.602160846
"phoA,clpB,mntC,aroA,group",0,0.060606061,0,0.090909091,0.218032787,0,0.041783585,0.411331524,0.957957958,0.602166355
"phoA,clpB,mntC,obgE,group",0,0.060606061,0,0.090909091,0.218032787,0,0.041783585,0.411331524,0.951951952,0.602144317
"pmi,hprK,mntC,rnc,group",0.060606061,0.060606061,0,0.090909091,0.157923497,0,0.041797546,0.411842255,0.954954955,0.603973488
"pmi,hprK,mntC,typA,group",0.060606061,0.060606061,0,0.090909091,0.157923497,0,0.041797546,0.411842255,0.954954955,0.603973488
"phoA,hprK,fhuA_2~~~fhuA_1,recG,group",0.119318182,0.060606061,0,0,0.216393443,0,0.015789253,0.412106938,0.960960961,0.592149992
"phoA,hprK,fhuA_2~~~fhuA_1,secF,group",0.119318182,0.060606061,0,0,0.216393443,0,0.015789253,0.412106938,0.962462462,0.592155502
"pmi,clpB,carB,gatA,group",0,0.176136364,0,0,0.158469945,0,0.077536262,0.412142571,0.915915916,0.617962238
"pmi,clpB,gatA,atpB_2,group",0,0.176136364,0,0,0.158469945,0,0.077536262,0.412142571,0.906906907,0.618656441
"phoA,clpB,carB,rarA,group",0,0.060606061,0,0.090909091,0.158469945,0,0.102288115,0.412273212,0.942942943,0.625455227
"phoA,hprK,mnh_A1,qoxA,group",0.060606061,0,0,0.177489177,0.158469945,0,0.015789253,0.412354437,0.960960961,0.591417222
"phoA,clpB,mnh_A1,trkA,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.041783585,0.412374743,0.954954955,0.601753139
"phoA,clpB,mntC,pnpA,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.041783585,0.412374743,0.954954955,0.601753139
"phoA,clpB,mntC,pycA,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.041783585,0.412374743,0.95045045,0.60173661
"pmi,hprK,pitA,ctaA,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.041797546,0.412388703,0.945945946,0.60394594
"pmi,hprK,mntC,plsY,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.041797546,0.412388703,0.954954955,0.603978998
"phoA,clpB,ctaA,ctrA,group",0,0.119318182,0,0,0.246448087,0,0.046934986,0.412701255,0.906906907,0.605091927
"phoA,hprK,priA,secF,group",0.119318182,0.119318182,0,0,0.158469945,0,0.015789253,0.412895562,0.93993994,0.591665152
"phoA,hprK,mntC,qoxB,group",0.119318182,0,0,0.090909091,0.186885246,0,0.015789253,0.412901772,0.960960961,0.591786362
"phoA,hprK,mntC,murC,group",0.119318182,0,0,0.090909091,0.186885246,0,0.015789253,0.412901772,0.962462462,0.591791871
"phoA,hprK,fhuA_2~~~fhuA_1,murZ,group",0.060606061,0.060606061,0,0,0.245355191,0,0.046781421,0.413348734,0.962462462,0.605224156
"phoA,clpB,fhuA_2~~~fhuA_1,pknB,group",0.060606061,0.060606061,0,0,0.245355191,0,0.046948947,0.413516259,0.954954955,0.6045575
"pmi,hprK,fhuA_2~~~fhuA_1,pknB,group",0.060606061,0.060606061,0,0,0.245355191,0,0.046976868,0.41354418,0.954954955,0.606783359
"phoA,hprK,mntC,coaBC,group",0.119318182,0,0,0.090909091,0.187978142,0,0.015789253,0.413994668,0.960960961,0.591797381
"phoA,hprK,polC,tdk,group",0.119318182,0.060606061,0,0.090909091,0.127868852,0,0.015775293,0.414477479,0.938438438,0.591968177
"phoA,hprK,mntC,recG,group",0.119318182,0.060606061,0,0.090909091,0.127868852,0,0.015789253,0.414491439,0.960960961,0.591373145
"phoA,hprK,mntC,secF,group",0.119318182,0.060606061,0,0.090909091,0.127868852,0,0.015789253,0.414491439,0.962462462,0.591378655
"phoA,hprK,pnpA,thiI,group",0.119318182,0.060606061,0,0.090909091,0.127868852,0,0.015789253,0.414491439,0.95045045,0.591334578
"phoA,hprK,pycA,thiI,group",0.119318182,0.060606061,0,0.090909091,0.127868852,0,0.015789253,0.414491439,0.945945946,0.59131805
"phoA,hprK,pitA,purL,group",0.119318182,0,0,0.090909091,0.18852459,0,0.015775293,0.414527156,0.954954955,0.591775343
"phoA,hprK,mntC,gmk,group",0.119318182,0,0,0.090909091,0.18852459,0,0.015789253,0.414541116,0.960960961,0.59180289
"phoA,hprK,fhuA_2~~~fhuA_1,tdk,group",0.060606061,0.060606061,0,0.090909091,0.186885246,0,0.015789253,0.414795711,0.962462462,0.592486075
"phoA,clpB,pknB,alaS,group",0.060606061,0.060606061,0,0,0.246994536,0,0.046948947,0.415155603,0.926426426,0.604469348
"pmi,hprK,pknB,aroA,group",0.060606061,0.060606061,0,0,0.246994536,0,0.046962907,0.415169564,0.944444444,0.606755811
"pmi,hprK,pknB,obgE,group",0.060606061,0.060606061,0,0,0.246994536,0,0.046962907,0.415169564,0.929429429,0.606700716
"phoA,hprK,polC,alaS,group",0.176136364,0,0,0,0.218032787,0,0.021010456,0.415179607,0.938438438,0.594155469
"phoA,hprK,ctaA,scpB,group",0.119318182,0.060606061,0,0,0.18852459,0,0.046837263,0.415286096,0.963963964,0.604337118
"phoA,clpB,ctaA,tgt,group",0,0.119318182,0,0.090909091,0.158469945,0,0.046934986,0.415632204,0.914414414,0.603620877
"phoA,clpB,pknB,thiI,group",0,0.119318182,0,0.090909091,0.158469945,0,0.046948947,0.415646165,0.933933934,0.603698011
"pmi,clpB,mntC,ctaA,group",0,0.119318182,0,0.090909091,0.127868852,0,0.077620025,0.41571615,0.944444444,0.617741856
"phoA,hprK,cysS,pnpA,group",0.176136364,0,0,0,0.158469945,0,0.081487066,0.416093375,0.96996997,0.617604117
"phoA,hprK,cysS,pycA,group",0.176136364,0,0,0,0.158469945,0,0.081487066,0.416093375,0.956456456,0.617554531
"phoA,hprK,abcA,pknB,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.015789253,0.416435056,0.962462462,0.591797381
"phoA,hprK,mnh_A1,priA,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.015789253,0.416435056,0.962462462,0.591797381
"phoA,hprK,pitA,priA,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.015789253,0.416435056,0.956456456,0.591775343
"phoA,hprK,mfd,thiI,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.015789253,0.416435056,0.966966967,0.591813909
"phoA,hprK,aroA,thiI,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.015789253,0.416435056,0.959459459,0.591786362
"phoA,hprK,mntC,thiI,group",0.060606061,0.060606061,0,0.177489177,0.096721311,0,0.021024417,0.416447027,0.965465465,0.593064577
"pmi,clpB,carB,prfA,group",0,0.176136364,0,0,0.18852459,0,0.052072427,0.416733381,0.917417417,0.608948612
"phoA,hprK,carB,cbiO_1,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.046767461,0.417358618,0.963963964,0.604463838
"phoA,hprK,mntC,murZ,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.046781421,0.417372579,0.956456456,0.6044418
"phoA,clpB,mntC,polC,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.046934986,0.417526144,0.95045045,0.603775144
"phoA,clpB,gatA,ctrA,group",0,0.119318182,0,0,0.246448087,0,0.052016585,0.417782854,0.906906907,0.607102913
"phoA,hprK,nusA,prfA,group",0.119318182,0.119318182,0,0,0.158469945,0,0.020940654,0.418046963,0.944444444,0.594403398
"phoA,hprK,scrB,ctrA,group",0.119318182,0.060606061,0,0,0.217486339,0,0.021010456,0.418421038,0.953453453,0.594882729
"phoA,clpB,fhuA_2~~~fhuA_1,ctaA,group",0.060606061,0.060606061,0,0,0.245355191,0,0.052086387,0.4186537,0.954954955,0.606590525
"phoA,clpB,ctaA,murC,group",0.060606061,0.060606061,0,0,0.245355191,0,0.052086387,0.4186537,0.915915916,0.606447276
"phoA,hprK,cysS,aroA,group",0.119318182,0,0,0,0.218032787,0,0.081487066,0.418838034,0.96996997,0.618017333
"phoA,hprK,cysS,obgE,group",0.119318182,0,0,0,0.218032787,0,0.081487066,0.418838034,0.966966967,0.618006314
"phoA,hprK,pknB,dinG,group",0.119318182,0.060606061,0,0,0.218032787,0,0.021024417,0.418981446,0.938438438,0.594155469
"phoA,hprK,mnhD_1,carB,group",0.119318182,0,0,0.090909091,0.127868852,0,0.08129162,0.419387745,0.965465465,0.617130295
"phoA,hprK,polC,thiI,group",0.119318182,0.060606061,0,0.090909091,0.127868852,0,0.021010456,0.419712642,0.945945946,0.593384131
"phoA,hprK,ctaA,thiM,group",0.119318182,0.060606061,0,0.090909091,0.127868852,0,0.021010456,0.419712642,0.938438438,0.594039768
"phoA,hprK,mnh_A1,purL,group",0.119318182,0,0,0.090909091,0.18852459,0,0.021010456,0.419762319,0.960960961,0.593868972
"phoA,hprK,mntC,alaS,group",0.119318182,0,0,0.090909091,0.18852459,0,0.021024417,0.41977628,0.962462462,0.593879991
"phoA,clpB,ctaA,murZ,group",0,0.119318182,0,0,0.218032787,0,0.082492217,0.419843186,0.915915916,0.61890988
"phoA,hprK,fhuA_2~~~fhuA_1,thiI,group",0.060606061,0.060606061,0,0.090909091,0.186885246,0,0.021024417,0.420030875,0.965465465,0.593863462
"phoA,clpB,carB,scpB,group",0.060606061,0.119318182,0,0,0.18852459,0,0.051960743,0.420409576,0.951951952,0.606309538
"pmi,hprK,gatA,prfA,group",0.060606061,0.119318182,0,0,0.18852459,0,0.052030545,0.420479378,0.929429429,0.608987179
"phoA,clpB,ctaA,secF,group",0.060606061,0.119318182,0,0,0.18852459,0,0.052086387,0.42053522,0.915915916,0.606050589
"pmi,clpB,pitA,carB,group",0,0.119318182,0,0.090909091,0.158469945,0,0.052086387,0.420783605,0.933933934,0.607934855
"phoA,clpB,ctaA,tdk,group",0,0.119318182,0,0.090909091,0.158469945,0,0.052086387,0.420783605,0.915915916,0.606392181
"pmi,hprK,carB,mqo1,group",0.119318182,0.060606061,0,0,0.158469945,0,0.082492217,0.420886405,0.944444444,0.620761089
"pmi,hprK,murD,gatA,group",0.060606061,0.119318182,0,0,0.158469945,0,0.082603901,0.420998088,0.927927928,0.620039338
"phoA,clpB,tgt,atpB_2,group",0,0.176136364,0,0.090909091,0.127868852,0,0.026203739,0.421118046,0.915915916,0.596012187
"phoA,hprK,cysS,polC,group",0.176136364,0,0,0,0.158469945,0,0.086526783,0.421133092,0.965465465,0.619582045
"phoA,clpB,cysS,pknB,group",0.060606061,0.060606061,0,0,0.18852459,0,0.111557845,0.421294556,0.959459459,0.629570861
"pmi,clpB,rnc,atpB_2,group",0,0.176136364,0,0,0.187978142,0,0.057209867,0.421324373,0.906906907,0.610932051
"pmi,clpB,typA,atpB_2,group",0,0.176136364,0,0,0.187978142,0,0.057209867,0.421324373,0.906906907,0.610932051
"phoA,hprK,trkA,scpB,group",0.176136364,0.060606061,0,0,0.158469945,0,0.026161857,0.421374227,0.968468468,0.596050754
"phoA,hprK,pnpA,scrB,group",0.176136364,0.060606061,0,0,0.158469945,0,0.026231659,0.421444029,0.960960961,0.595885467
"phoA,hprK,pycA,scrB,group",0.176136364,0.060606061,0,0,0.158469945,0,0.026231659,0.421444029,0.953453453,0.59585792
"pmi,clpB,trkA,atpB_2,group",0.060606061,0.176136364,0,0,0.127868852,0,0.057209867,0.421821144,0.915915916,0.610535363
"pmi,clpB,mntB,atpB_2,group",0,0.176136364,0,0,0.18852459,0,0.057209867,0.421870821,0.945945946,0.611080809
"pmi,clpB,plsY,atpB_2,group",0,0.176136364,0,0,0.18852459,0,0.057209867,0.421870821,0.921921922,0.610992656
"phoA,hprK,mntB,rarA,group",0.060606061,0,0,0.090909091,0.18852459,0,0.082199048,0.42223879,0.96996997,0.617923671
"pmi,clpB,pknB,gatA,group",0,0.176136364,0,0,0.158469945,0,0.087657578,0.422263887,0.915915916,0.621956662
"pmi,hprK,mnh_A1,ctaA,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.052114308,0.422705466,0.954954955,0.608050556
"pmi,hprK,mntC,pknB,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.052114308,0.422705466,0.954954955,0.608050556
"pmi,hprK,coaBC,atpB_2,group",0.119318182,0.119318182,0,0,0.157923497,0,0.026231659,0.42279152,0.929429429,0.598667791
"pmi,clpB,mfd,rnc,group",0,0.119318182,0,0,0.246448087,0,0.057223828,0.422990097,0.954954955,0.610810841
"pmi,clpB,mfd,typA,group",0,0.119318182,0,0,0.246448087,0,0.057223828,0.422990097,0.954954955,0.610810841
"phoA,hprK,scpB,atpB_2,group",0.119318182,0.119318182,0,0,0.158469945,0,0.026106016,0.423212325,0.963963964,0.596519066
"phoA,hprK,nusA,gatA,group",0.119318182,0.119318182,0,0,0.158469945,0,0.026161857,0.423268166,0.942942943,0.595780786
"pmi,hprK,pbpA,atpB_2,group",0.119318182,0.119318182,0,0,0.158469945,0,0.026217699,0.423324008,0.938438438,0.598700848
"phoA,clpB,mfd,gatA,group",0,0.119318182,0,0,0.246994536,0,0.057154025,0.423466743,0.95045045,0.608573963
"phoA,clpB,aroA,gatA,group",0,0.119318182,0,0,0.246994536,0,0.057154025,0.423466743,0.933933934,0.608513358
"pmi,hprK,trkA,gatA,group",0.119318182,0.119318182,0,0,0.127868852,0,0.057167986,0.423673202,0.933933934,0.609907274
"phoA,hprK,mfd,nusA,group",0.119318182,0.060606061,0,0,0.218032787,0,0.026161857,0.424118887,0.962462462,0.596276646
"phoA,hprK,nusA,aroA,group",0.119318182,0.060606061,0,0,0.218032787,0,0.026161857,0.424118887,0.959459459,0.596265626
"phoA,hprK,nusA,obgE,group",0.119318182,0.060606061,0,0,0.218032787,0,0.026161857,0.424118887,0.944444444,0.596210531
"phoA,hprK,mfd,scrB,group",0.119318182,0.060606061,0,0,0.218032787,0,0.026231659,0.424188689,0.960960961,0.596298684
"phoA,hprK,aroA,scrB,group",0.119318182,0.060606061,0,0,0.218032787,0,0.026231659,0.424188689,0.963963964,0.596309703
"pmi,clpB,mntB,murD,group",0,0.119318182,0,0,0.217486339,0,0.08769946,0.42450398,0.944444444,0.622507617
"pmi,clpB,murD,plsY,group",0,0.119318182,0,0,0.217486339,0,0.08769946,0.42450398,0.92042042,0.622419464
"phoA,clpB,gatA,murZ,group",0,0.119318182,0,0,0.218032787,0,0.087476093,0.424827061,0.915915916,0.620882299
"phoA,hprK,gatA,thiM,group",0.119318182,0.060606061,0,0.090909091,0.127868852,0,0.026161857,0.424864043,0.938438438,0.596078302
"pmi,hprK,mfd,murD,group",0.060606061,0.060606061,0,0,0.246448087,0,0.057209867,0.424870076,0.957957958,0.610843898
"phoA,clpB,carB,thiM,group",0.060606061,0.119318182,0,0.090909091,0.127868852,0,0.026203739,0.424905924,0.926426426,0.596056264
"pmi,hprK,carB,tgt,group",0.060606061,0.119318182,0,0.090909091,0.127868852,0,0.026217699,0.424919885,0.936936937,0.597626486
"pmi,hprK,pitA,atpB_2,group",0.060606061,0.119318182,0,0.090909091,0.127868852,0,0.026231659,0.424933845,0.941441441,0.598353746
"phoA,hprK,scrB,tdk,group",0.119318182,0.060606061,0,0.090909091,0.127868852,0,0.026231659,0.424933845,0.957957958,0.596177474
"phoA,clpB,rnc,ctrA,group",0,0.119318182,0,0,0.27431694,0,0.031410981,0.425046103,0.915915916,0.599262822
"phoA,clpB,typA,ctrA,group",0,0.119318182,0,0,0.27431694,0,0.031410981,0.425046103,0.915915916,0.599262822
"pmi,hprK,rnc,gatA,group",0.060606061,0.119318182,0,0,0.187978142,0,0.057167986,0.42507037,0.927927928,0.610298452
"pmi,hprK,typA,gatA,group",0.060606061,0.119318182,0,0,0.187978142,0,0.057167986,0.42507037,0.927927928,0.610298452
"phoA,clpB,ctaA,alaS,group",0.060606061,0.060606061,0,0,0.246994536,0,0.057223828,0.425430484,0.915915916,0.608496829
"phoA,hprK,scrB,murZ,group",0.119318182,0.060606061,0,0,0.18852459,0,0.057056302,0.425505135,0.957957958,0.608871479
