,B,C,D,E,F,L,A,,Basal,index_all
"phoA,hprK,cysS,murD,group",0.119318182,0,0,0,0.158469945,0,0.111543885,0.389332012,0.965465465,0.629295384
"phoA,clpB,gatA,prfA,group",0,0.119318182,0,0,0.218032787,0,0.052016585,0.389367554,0.915915916,0.606849474
"pmi,clpB,mfd,carB,group",0,0.119318182,0,0,0.218032787,0,0.052086387,0.389437356,0.959459459,0.608513358
"phoA,hprK,scrB,prfA,group",0.119318182,0.060606061,0,0,0.18852459,0,0.021010456,0.389459289,0.957957958,0.594607252
"phoA,hprK,pknB,secF,group",0.119318182,0.060606061,0,0,0.18852459,0,0.021024417,0.389473249,0.938438438,0.593857953
"phoA,hprK,mnh_A1,polC,group",0.119318182,0,0,0.090909091,0.158469945,0,0.021010456,0.389707674,0.960960961,0.593565947
"phoA,hprK,mntC,purL,group",0.119318182,0,0,0.090909091,0.158469945,0,0.021010456,0.389707674,0.960960961,0.593565947
"phoA,hprK,murD,scrB,group",0.119318182,0.060606061,0,0,0.158469945,0,0.052100348,0.390494535,0.957957958,0.605923869
"phoA,hprK,recG,scrB,group",0.176136364,0.060606061,0,0,0.127868852,0,0.026231659,0.390842936,0.953453453,0.595549385
"phoA,hprK,trkA,scrB,group",0.176136364,0.060606061,0,0,0.127868852,0,0.026231659,0.390842936,0.962462462,0.595582442
"phoA,clpB,rpoC,atpB_2,group",0,0.176136364,0,0,0.18852459,0,0.026203739,0.390864692,0.951951952,0.596640276
"phoA,hprK,pknB,murZ,group",0.060606061,0.060606061,0,0,0.218032787,0,0.051932822,0.39117773,0.938438438,0.60689906
"phoA,hprK,carB,metK,group",0.060606061,0.060606061,0,0.090909091,0.127868852,0,0.051514009,0.391504074,0.945945946,0.605262723
"phoA,hprK,metK,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.127868852,0,0.051514009,0.391504074,0.938438438,0.605940398
"phoA,hprK,abcA,ctaA,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.021010456,0.391601614,0.962462462,0.593560437
"phoA,hprK,ctaA,tgt,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.021010456,0.391601614,0.936936937,0.593466775
"phoA,hprK,mntC,priA,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.021024417,0.391615574,0.962462462,0.593565947
"phoA,hprK,pknB,tdk,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.021024417,0.391615574,0.938438438,0.594183016
"pmi,hprK,mntC,ctaA,group",0.060606061,0.060606061,0,0.090909091,0.127868852,0,0.052114308,0.392104373,0.954954955,0.607742021
"phoA,clpB,carB,mqo1,group",0.060606061,0.060606061,0,0,0.18852459,0,0.082478257,0.392214968,0.948948949,0.618728065
"phoA,hprK,pknB,alaS,group",0.119318182,0,0,0,0.246994536,0,0.02624562,0.392558337,0.938438438,0.596331741
"phoA,clpB,rnc,gatA,group",0,0.119318182,0,0,0.217486339,0,0.057154025,0.393958546,0.914414414,0.608144218
"phoA,clpB,typA,gatA,group",0,0.119318182,0,0,0.217486339,0,0.057154025,0.393958546,0.914414414,0.608144218
"pmi,hprK,carB,ctrA,group",0.060606061,0.119318182,0,0,0.187978142,0,0.026217699,0.394120084,0.938438438,0.598827568
"phoA,hprK,rnc,scrB,group",0.119318182,0.060606061,0,0,0.187978142,0,0.026231659,0.394134044,0.957957958,0.595984639
"phoA,hprK,typA,scrB,group",0.119318182,0.060606061,0,0,0.187978142,0,0.026231659,0.394134044,0.957957958,0.595984639
"phoA,clpB,mntB,gatA,group",0,0.119318182,0,0,0.218032787,0,0.057154025,0.394504994,0.941441441,0.608248899
"phoA,clpB,plsY,gatA,group",0,0.119318182,0,0,0.218032787,0,0.057154025,0.394504994,0.926426426,0.608193804
"pmi,clpB,carB,aroA,group",0,0.119318182,0,0,0.218032787,0,0.057209867,0.394560836,0.932432432,0.610436191
"pmi,clpB,carB,obgE,group",0,0.119318182,0,0,0.218032787,0,0.057209867,0.394560836,0.917417417,0.610381096
"pmi,clpB,mfd,plsY,group",0,0.119318182,0,0,0.218032787,0,0.057223828,0.394574796,0.960960961,0.610546382
"phoA,hprK,mntB,nusA,group",0.119318182,0.060606061,0,0,0.18852459,0,0.026161857,0.39461069,0.960960961,0.59597362
"phoA,hprK,rpoC,gatA,group",0.060606061,0.119318182,0,0,0.18852459,0,0.026161857,0.39461069,0.951951952,0.595924034
"phoA,hprK,nusA,plsY,group",0.119318182,0.060606061,0,0,0.18852459,0,0.026161857,0.39461069,0.942942943,0.595907506
"phoA,hprK,pbpA,gatA,group",0.119318182,0.060606061,0,0,0.18852459,0,0.026161857,0.39461069,0.942942943,0.595907506
"phoA,clpB,pbpA,atpB_2,group",0.060606061,0.119318182,0,0,0.18852459,0,0.026203739,0.394652571,0.927927928,0.596557633
"pmi,hprK,rpoC,carB,group",0.060606061,0.119318182,0,0,0.18852459,0,0.026217699,0.394666532,0.959459459,0.598204988
"phoA,hprK,purL,gatA,group",0.119318182,0.060606061,0,0,0.18852459,0,0.026217699,0.394666532,0.927927928,0.595874448
"phoA,hprK,mntB,scrB,group",0.119318182,0.060606061,0,0,0.18852459,0,0.026231659,0.394680492,0.959459459,0.595995658
"pmi,hprK,mfd,atpB_2,group",0.060606061,0.119318182,0,0,0.18852459,0,0.026231659,0.394680492,0.959459459,0.59891572
"phoA,hprK,ctaA,dinG,group",0.119318182,0.060606061,0,0,0.18852459,0,0.026231659,0.394680492,0.938438438,0.595918525
"phoA,hprK,plsY,scrB,group",0.119318182,0.060606061,0,0,0.18852459,0,0.026231659,0.394680492,0.957957958,0.595990149
"phoA,clpB,abcA,carB,group",0,0.119318182,0,0.090909091,0.158469945,0,0.026203739,0.394900957,0.956456456,0.595571423
"pmi,hprK,murD,atpB_2,group",0.060606061,0.119318182,0,0,0.157923497,0,0.057209867,0.395057607,0.929429429,0.610722688
"phoA,clpB,trkA,gatA,group",0.060606061,0.119318182,0,0,0.158469945,0,0.057154025,0.395548213,0.921921922,0.607775078
"phoA,hprK,trkA,mqo1,group",0.176136364,0,0,0,0.158469945,0,0.062165822,0.396772131,0.954954955,0.610562911
"phoA,hprK,pknB,thiI,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.02624562,0.396836777,0.945945946,0.595571423
"pmi,clpB,pknB,atpB_2,group",0,0.176136364,0,0,0.158469945,0,0.062333347,0.396939656,0.917417417,0.612695107
"phoA,clpB,rpoC,rnc,group",0,0.119318182,0,0,0.246448087,0,0.031410981,0.397177251,0.95045045,0.598381294
"phoA,clpB,rpoC,typA,group",0,0.119318182,0,0,0.246448087,0,0.031410981,0.397177251,0.95045045,0.598381294
"phoA,clpB,mntB,ctrA,group",0,0.119318182,0,0,0.246448087,0,0.031410981,0.397177251,0.942942943,0.599081007
"phoA,clpB,rnc,prfA,group",0,0.119318182,0,0,0.246448087,0,0.031410981,0.397177251,0.915915916,0.598981835
"phoA,clpB,typA,prfA,group",0,0.119318182,0,0,0.246448087,0,0.031410981,0.397177251,0.915915916,0.598981835
"phoA,clpB,rpoC,plsY,group",0,0.119318182,0,0,0.246994536,0,0.031410981,0.397723699,0.956456456,0.598408842
"phoA,clpB,rpoC,obgE,group",0,0.119318182,0,0,0.246994536,0,0.031410981,0.397723699,0.951951952,0.598392313
"phoA,clpB,mntB,prfA,group",0,0.119318182,0,0,0.246994536,0,0.031410981,0.397723699,0.951951952,0.599119574
"phoA,clpB,plsY,prfA,group",0,0.119318182,0,0,0.246994536,0,0.031410981,0.397723699,0.927927928,0.599031421
"pmi,hprK,carB,secF,group",0.119318182,0.119318182,0,0,0.127868852,0,0.031424942,0.397930158,0.938438438,0.599764191
"pmi,hprK,pnpA,atpB_2,group",0.119318182,0.119318182,0,0,0.127868852,0,0.031424942,0.397930158,0.933933934,0.600430847
"pmi,hprK,pycA,atpB_2,group",0.119318182,0.119318182,0,0,0.127868852,0,0.031424942,0.397930158,0.929429429,0.600414318
"pmi,hprK,recG,atpB_2,group",0.119318182,0.119318182,0,0,0.127868852,0,0.031424942,0.397930158,0.929429429,0.600414318
"phoA,hprK,rpoC,pbpA,group",0.119318182,0.060606061,0,0,0.218032787,0,0,0.397957029,0.960960961,0.58591869
"phoA,hprK,rpoC,prfA,group",0.060606061,0.119318182,0,0,0.218032787,0,0,0.397957029,0.956456456,0.586590855
"phoA,hprK,pbpA,prfA,group",0.119318182,0.060606061,0,0,0.218032787,0,0,0.397957029,0.944444444,0.586541269
"pmi,hprK,carB,murC,group",0.119318182,0.060606061,0,0,0.186885246,0,0.031424942,0.39823443,0.938438438,0.600188427
"pmi,hprK,fhuA_2~~~fhuA_1,atpB_2,group",0.060606061,0.119318182,0,0,0.186885246,0,0.031438902,0.39824839,0.956456456,0.600943235
"phoA,hprK,abcA,atpB_2,group",0.060606061,0.119318182,0,0.090909091,0.127868852,0,0,0.398702186,0.957957958,0.585802989
"phoA,hprK,tgt,atpB_2,group",0.060606061,0.119318182,0,0.090909091,0.127868852,0,0,0.398702186,0.938438438,0.585731365
"phoA,hprK,rnc,mqo1,group",0.119318182,0,0,0,0.217486339,0,0.062165822,0.398970343,0.951951952,0.610981637
"phoA,hprK,typA,mqo1,group",0.119318182,0,0,0,0.217486339,0,0.062165822,0.398970343,0.951951952,0.610981637
"pmi,hprK,carB,tdk,group",0.060606061,0.119318182,0,0.090909091,0.096721311,0,0.031424942,0.398979587,0.941441441,0.600089255
"pmi,hprK,mfd,rnc,group",0.060606061,0.060606061,0,0,0.246448087,0,0.031438902,0.399099111,0.957957958,0.600673267
"pmi,hprK,mfd,typA,group",0.060606061,0.060606061,0,0,0.246448087,0,0.031438902,0.399099111,0.957957958,0.600673267
"pmi,clpB,mntB,rnc,group",0,0.119318182,0,0,0.217486339,0,0.062333347,0.399137868,0.944444444,0.612496763
"pmi,clpB,mntB,typA,group",0,0.119318182,0,0,0.217486339,0,0.062333347,0.399137868,0.944444444,0.612496763
"pmi,clpB,rnc,plsY,group",0,0.119318182,0,0,0.217486339,0,0.062333347,0.399137868,0.92042042,0.61240861
"pmi,clpB,typA,plsY,group",0,0.119318182,0,0,0.217486339,0,0.062333347,0.399137868,0.92042042,0.61240861
"phoA,hprK,cysS,pknB,group",0.119318182,0,0,0,0.18852459,0,0.091580461,0.399423233,0.965465465,0.621697713
"phoA,hprK,mntB,mqo1,group",0.119318182,0,0,0,0.218032787,0,0.062165822,0.399516791,0.953453453,0.610992656
"phoA,hprK,aroA,mqo1,group",0.119318182,0,0,0,0.218032787,0,0.062165822,0.399516791,0.963963964,0.611031223
"phoA,clpB,mntB,pbpA,group",0.060606061,0.060606061,0,0,0.246994536,0,0.031410981,0.399617638,0.95045045,0.598408842
"phoA,clpB,pbpA,plsY,group",0.060606061,0.060606061,0,0,0.246994536,0,0.031410981,0.399617638,0.932432432,0.598342727
"phoA,clpB,rpoC,murD,group",0,0.119318182,0,0,0.218032787,0,0.062305426,0.399656395,0.95045045,0.610320491
"phoA,clpB,murD,prfA,group",0,0.119318182,0,0,0.218032787,0,0.062305426,0.399656395,0.915915916,0.610921032
"pmi,clpB,mntB,plsY,group",0,0.119318182,0,0,0.218032787,0,0.062333347,0.399684316,0.953453453,0.61253533
"pmi,clpB,mfd,pknB,group",0,0.119318182,0,0,0.218032787,0,0.062347308,0.399698276,0.954954955,0.612546349
"phoA,clpB,rpoC,trkA,group",0.060606061,0.119318182,0,0,0.18852459,0,0.031410981,0.399859814,0.954954955,0.598012154
"phoA,clpB,carB,dinG,group",0.060606061,0.119318182,0,0,0.18852459,0,0.031410981,0.399859814,0.926426426,0.597907473
"phoA,clpB,gmk,atpB_2,group",0.060606061,0.119318182,0,0,0.18852459,0,0.031410981,0.399859814,0.915915916,0.598574128
"phoA,clpB,trkA,prfA,group",0.060606061,0.119318182,0,0,0.18852459,0,0.031410981,0.399859814,0.923423423,0.598601676
"pmi,hprK,aroA,atpB_2,group",0.060606061,0.119318182,0,0,0.18852459,0,0.031424942,0.399873774,0.944444444,0.600910178
"pmi,hprK,obgE,atpB_2,group",0.060606061,0.119318182,0,0,0.18852459,0,0.031424942,0.399873774,0.929429429,0.600855082
"pmi,hprK,mfd,trkA,group",0.119318182,0.060606061,0,0,0.18852459,0,0.031438902,0.399887735,0.957957958,0.600282089
"phoA,hprK,mfd,gmk,group",0.119318182,0,0,0,0.275409836,0,0.005277045,0.400005063,0.953453453,0.58837595
"phoA,clpB,pitA,atpB_2,group",0,0.119318182,0,0.090909091,0.158469945,0,0.031410981,0.400108199,0.93993994,0.598298651
"phoA,clpB,qoxA,atpB_2,group",0,0.119318182,0,0.090909091,0.158469945,0,0.031410981,0.400108199,0.915915916,0.598210498
"phoA,hprK,murD,mqo1,group",0.119318182,0,0,0,0.18852459,0,0.092557692,0.400400463,0.951951952,0.62271698
"pmi,clpB,mntC,carB,group",0,0.119318182,0,0.090909091,0.127868852,0,0.062333347,0.400429472,0.948948949,0.611725426
"phoA,clpB,mfd,aroA,group",0,0.060606061,0,0,0.303278689,0,0.036604264,0.400489013,0.966966967,0.600893649
"phoA,clpB,mfd,obgE,group",0,0.060606061,0,0,0.303278689,0,0.036604264,0.400489013,0.960960961,0.600871611
"phoA,clpB,aroA,obgE,group",0,0.060606061,0,0,0.303278689,0,0.036604264,0.400489013,0.933933934,0.600772439
"pmi,hprK,carB,murZ,group",0.060606061,0.119318182,0,0,0.158469945,0,0.062165822,0.40056001,0.938438438,0.612717145
"pmi,clpB,mntB,trkA,group",0.060606061,0.119318182,0,0,0.158469945,0,0.062333347,0.400727535,0.95045045,0.612122114
"pmi,clpB,trkA,plsY,group",0.060606061,0.119318182,0,0,0.158469945,0,0.062333347,0.400727535,0.926426426,0.612033961
"pmi,hprK,mntB,murD,group",0.060606061,0.060606061,0,0,0.217486339,0,0.062333347,0.401031807,0.954954955,0.612562878
"pmi,hprK,murD,plsY,group",0.060606061,0.060606061,0,0,0.217486339,0,0.062333347,0.401031807,0.927927928,0.612463706
"phoA,clpB,priA,atpB_2,group",0,0.176136364,0,0,0.18852459,0,0.036604264,0.401265217,0.917417417,0.600629191
"phoA,hprK,mfd,ctrA,group",0.060606061,0.060606061,0,0,0.274863388,0,0.005277045,0.401352554,0.954954955,0.589070153
"phoA,hprK,polC,mqo1,group",0.176136364,0,0,0,0.158469945,0,0.067261381,0.40186769,0.951951952,0.612568387
"phoA,hprK,qoxA,gatA,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.0313691,0.401960257,0.927927928,0.597532823
"pmi,clpB,ctaA,atpB_2,group",0,0.176136364,0,0,0.158469945,0,0.067442867,0.402049176,0.906906907,0.614673036
"phoA,clpB,pknB,ctrA,group",0,0.119318182,0,0,0.246448087,0,0.036604264,0.402370533,0.926426426,0.601075464
"phoA,hprK,dinG,atpB_2,group",0.119318182,0.119318182,0,0,0.158469945,0,0.005277045,0.402383354,0.938438438,0.588183115
"pmi,hprK,fhuA_2~~~fhuA_1,rnc,group",0.060606061,0.060606061,0,0,0.244808743,0,0.036632184,0.402653049,0.954954955,0.602695272
"pmi,hprK,fhuA_2~~~fhuA_1,typA,group",0.060606061,0.060606061,0,0,0.244808743,0,0.036632184,0.402653049,0.954954955,0.602695272
"phoA,hprK,rpoC,qoxB,group",0.119318182,0.060606061,0,0,0.217486339,0,0.005277045,0.402687626,0.951951952,0.587968243
"phoA,hprK,rpoC,murC,group",0.119318182,0.060606061,0,0,0.217486339,0,0.005277045,0.402687626,0.962462462,0.58800681
"phoA,hprK,pnpA,ctrA,group",0.119318182,0.060606061,0,0,0.217486339,0,0.005277045,0.402687626,0.942942943,0.58861837
"phoA,hprK,pycA,ctrA,group",0.119318182,0.060606061,0,0,0.217486339,0,0.005277045,0.402687626,0.929429429,0.588568784
"phoA,hprK,recG,ctrA,group",0.119318182,0.060606061,0,0,0.217486339,0,0.005277045,0.402687626,0.929429429,0.588568784
"phoA,hprK,pnpA,murC,group",0.176136364,0,0,0,0.216393443,0,0.010540129,0.403069936,0.942942943,0.590012286
"phoA,hprK,pycA,murC,group",0.176136364,0,0,0,0.216393443,0,0.010540129,0.403069936,0.938438438,0.589995758
"pmi,hprK,polC,atpB_2,group",0.119318182,0.119318182,0,0,0.127868852,0,0.036604264,0.40310948,0.929429429,0.602458362
"pmi,hprK,fhuA_2~~~fhuA_1,plsY,group",0.060606061,0.060606061,0,0,0.245355191,0,0.036632184,0.403199497,0.954954955,0.602700782
"pmi,hprK,fhuA_2~~~fhuA_1,qoxB,group",0.119318182,0.060606061,0,0,0.186885246,0,0.036632184,0.403441673,0.954954955,0.602304094
"pmi,hprK,fhuA_2~~~fhuA_1,trkA,group",0.119318182,0.060606061,0,0,0.186885246,0,0.036632184,0.403441673,0.957957958,0.602315113
"pmi,hprK,fhuA_2~~~fhuA_1,murC,group",0.119318182,0.060606061,0,0,0.186885246,0,0.036632184,0.403441673,0.956456456,0.602309604
"phoA,hprK,carB,dnaI,group",0.119318182,0,0,0.090909091,0.187978142,0,0.005277045,0.40348246,0.948948949,0.587593593
"phoA,hprK,fhuA_2~~~fhuA_1,gmk,group",0.119318182,0,0,0,0.273770492,0,0.010540129,0.403628803,0.960960961,0.590469579
"phoA,hprK,mfd,qoxB,group",0.119318182,0,0,0,0.273770492,0,0.010540129,0.403628803,0.953453453,0.590442031
"phoA,hprK,mfd,murC,group",0.119318182,0,0,0,0.273770492,0,0.010540129,0.403628803,0.963963964,0.590480598
"phoA,hprK,qoxB,aroA,group",0.119318182,0,0,0,0.273770492,0,0.010540129,0.403628803,0.953453453,0.590442031
"phoA,hprK,aroA,murC,group",0.119318182,0,0,0,0.273770492,0,0.010540129,0.403628803,0.953453453,0.590442031
"phoA,hprK,abcA,trkA,group",0.119318182,0.060606061,0,0.090909091,0.127868852,0,0.005277045,0.403979231,0.963963964,0.587224454
"phoA,hprK,trkA,tgt,group",0.119318182,0.060606061,0,0.090909091,0.127868852,0,0.005277045,0.403979231,0.941441441,0.58714181
"phoA,hprK,pitA,pbpA,group",0.119318182,0,0,0.090909091,0.18852459,0,0.005277045,0.404028908,0.960960961,0.587643179
"pmi,hprK,mntC,atpB_2,group",0.060606061,0.119318182,0,0.090909091,0.096721311,0,0.036618224,0.404172869,0.95045045,0.602171865
"pmi,hprK,carB,thiI,group",0.060606061,0.119318182,0,0.090909091,0.096721311,0,0.036618224,0.404172869,0.936936937,0.601417056
"pmi,hprK,rnc,aroA,group",0.060606061,0.060606061,0,0,0.246448087,0,0.036618224,0.404278433,0.944444444,0.602667725
"pmi,hprK,typA,aroA,group",0.060606061,0.060606061,0,0,0.246448087,0,0.036618224,0.404278433,0.944444444,0.602667725
"pmi,hprK,rnc,obgE,group",0.060606061,0.060606061,0,0,0.246448087,0,0.036618224,0.404278433,0.929429429,0.602612629
"pmi,hprK,typA,obgE,group",0.060606061,0.060606061,0,0,0.246448087,0,0.036618224,0.404278433,0.929429429,0.602612629
"pmi,hprK,fhuA_2~~~fhuA_1,obgE,group",0.060606061,0.060606061,0,0,0.246448087,0,0.036632184,0.404292393,0.956456456,0.60271731
"phoA,hprK,mfd,coaBC,group",0.119318182,0,0,0,0.274863388,0,0.010540129,0.404721699,0.962462462,0.590486108
"phoA,hprK,coaBC,aroA,group",0.119318182,0,0,0,0.274863388,0,0.010540129,0.404721699,0.953453453,0.59045305
"phoA,hprK,coaBC,obgE,group",0.119318182,0,0,0,0.274863388,0,0.010540129,0.404721699,0.938438438,0.590397955
"pmi,clpB,mfd,ctaA,group",0,0.119318182,0,0,0.218032787,0,0.067442867,0.404793836,0.945945946,0.614524278
"pmi,clpB,pknB,aroA,group",0,0.119318182,0,0,0.218032787,0,0.067442867,0.404793836,0.932432432,0.614474692
"pmi,clpB,pknB,obgE,group",0,0.119318182,0,0,0.218032787,0,0.067442867,0.404793836,0.917417417,0.614419596
"phoA,clpB,mfd,pnpA,group",0.060606061,0.060606061,0,0,0.246994536,0,0.036604264,0.40481092,0.963963964,0.60051349
"phoA,clpB,mfd,pycA,group",0.060606061,0.060606061,0,0,0.246994536,0,0.036604264,0.40481092,0.95045045,0.600463904
"phoA,clpB,mntB,gmk,group",0.060606061,0.060606061,0,0,0.246994536,0,0.036604264,0.40481092,0.941441441,0.600430847
"phoA,clpB,gmk,plsY,group",0.060606061,0.060606061,0,0,0.246994536,0,0.036604264,0.40481092,0.926426426,0.600375751
"phoA,clpB,pnpA,aroA,group",0.060606061,0.060606061,0,0,0.246994536,0,0.036604264,0.40481092,0.938438438,0.600419828
"phoA,clpB,pycA,aroA,group",0.060606061,0.060606061,0,0,0.246994536,0,0.036604264,0.40481092,0.933933934,0.600403299
"phoA,clpB,pnpA,obgE,group",0.060606061,0.060606061,0,0,0.246994536,0,0.036604264,0.40481092,0.92042042,0.600353713
"phoA,clpB,pycA,obgE,group",0.060606061,0.060606061,0,0,0.246994536,0,0.036604264,0.40481092,0.915915916,0.600337185
"pmi,hprK,mntB,aroA,group",0.060606061,0.060606061,0,0,0.246994536,0,0.036618224,0.404824881,0.962462462,0.602739349
"pmi,hprK,mntB,obgE,group",0.060606061,0.060606061,0,0,0.246994536,0,0.036618224,0.404824881,0.956456456,0.60271731
"pmi,hprK,plsY,obgE,group",0.060606061,0.060606061,0,0,0.246994536,0,0.036618224,0.404824881,0.929429429,0.602618139
"phoA,hprK,fhuA_2~~~fhuA_1,ctrA,group",0.060606061,0.060606061,0,0,0.273224044,0,0.010540129,0.404976294,0.962462462,0.591163782
"phoA,hprK,priA,gatA,group",0.060606061,0.119318182,0,0,0.18852459,0,0.036562382,0.405011215,0.933933934,0.599973554
"phoA,clpB,purL,atpB_2,group",0.060606061,0.119318182,0,0,0.18852459,0,0.036590303,0.405039136,0.915915916,0.600623681
"pmi,hprK,mntB,pnpA,group",0.119318182,0.060606061,0,0,0.18852459,0,0.036618224,0.405067057,0.959459459,0.602331642
"pmi,hprK,mntB,pycA,group",0.119318182,0.060606061,0,0,0.18852459,0,0.036618224,0.405067057,0.945945946,0.602282056
"pmi,hprK,pnpA,plsY,group",0.119318182,0.060606061,0,0,0.18852459,0,0.036618224,0.405067057,0.932432432,0.60223247
"pmi,hprK,pycA,plsY,group",0.119318182,0.060606061,0,0,0.18852459,0,0.036618224,0.405067057,0.927927928,0.602215941
"pmi,hprK,trkA,aroA,group",0.119318182,0.060606061,0,0,0.18852459,0,0.036618224,0.405067057,0.95045045,0.602298585
"pmi,hprK,carB,alaS,group",0.119318182,0.060606061,0,0,0.18852459,0,0.036618224,0.405067057,0.938438438,0.602254508
"pmi,hprK,trkA,obgE,group",0.119318182,0.060606061,0,0,0.18852459,0,0.036618224,0.405067057,0.935435435,0.602243489
"phoA,hprK,pknB,scrB,group",0.119318182,0.060606061,0,0,0.18852459,0,0.036632184,0.405081017,0.957957958,0.600105783
"phoA,hprK,gmk,aroA,group",0.119318182,0,0,0,0.275409836,0,0.010540129,0.405268147,0.953453453,0.59045856
"phoA,hprK,gmk,obgE,group",0.119318182,0,0,0,0.275409836,0,0.010540129,0.405268147,0.938438438,0.590403464
"phoA,clpB,mnh_A1,atpB_2,group",0,0.119318182,0,0.090909091,0.158469945,0,0.036604264,0.405301482,0.951951952,0.60039779
"phoA,clpB,pitA,tdk,group",0,0.119318182,0,0.090909091,0.158469945,0,0.036604264,0.405301482,0.93993994,0.600353713
"phoA,clpB,pknB,tgt,group",0,0.119318182,0,0.090909091,0.158469945,0,0.036604264,0.405301482,0.924924925,0.599571357
"phoA,hprK,abcA,rnc,group",0.060606061,0.060606061,0,0.090909091,0.187978142,0,0.005277045,0.405376399,0.962462462,0.58763216
"phoA,hprK,abcA,typA,group",0.060606061,0.060606061,0,0.090909091,0.187978142,0,0.005277045,0.405376399,0.962462462,0.58763216
"phoA,hprK,rnc,tgt,group",0.060606061,0.060606061,0,0.090909091,0.187978142,0,0.005277045,0.405376399,0.936936937,0.587538498
"phoA,hprK,typA,tgt,group",0.060606061,0.060606061,0,0.090909091,0.187978142,0,0.005277045,0.405376399,0.936936937,0.587538498
"phoA,hprK,carB,drm,group",0.119318182,0.060606061,0,0,0.158469945,0,0.067163658,0.405557846,0.959459459,0.612573897
"phoA,clpB,pitA,rnc,group",0,0.060606061,0,0.090909091,0.217486339,0,0.036604264,0.405605754,0.938438438,0.600039669
"phoA,clpB,pitA,typA,group",0,0.060606061,0,0.090909091,0.217486339,0,0.036604264,0.405605754,0.938438438,0.600039669
"phoA,hprK,trkA,dinG,group",0.176136364,0.060606061,0,0,0.158469945,0,0.010540129,0.405752499,0.942942943,0.589610089
"phoA,hprK,pnpA,secF,group",0.176136364,0.060606061,0,0,0.158469945,0,0.010540129,0.405752499,0.942942943,0.589610089
"phoA,hprK,pycA,secF,group",0.176136364,0.060606061,0,0,0.158469945,0,0.010540129,0.405752499,0.938438438,0.58959356
"pmi,hprK,ctaA,gatA,group",0.060606061,0.119318182,0,0,0.158469945,0,0.067400986,0.405795173,0.918918919,0.61400638
"phoA,hprK,rpoC,qoxA,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.005277045,0.405922847,0.951951952,0.587599103
"phoA,hprK,abcA,plsY,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.005277045,0.405922847,0.962462462,0.58763767
"phoA,hprK,mntB,tgt,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.005277045,0.405922847,0.960960961,0.58763216
"phoA,hprK,pitA,prfA,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.005277045,0.405922847,0.95045045,0.588298816
"phoA,hprK,qoxA,prfA,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.005277045,0.405922847,0.938438438,0.58825474
"phoA,hprK,plsY,tgt,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.005277045,0.405922847,0.936936937,0.587544008
"phoA,clpB,mntB,qoxA,group",0,0.060606061,0,0.090909091,0.218032787,0,0.036604264,0.406152202,0.941441441,0.600056197
"phoA,clpB,pitA,plsY,group",0,0.060606061,0,0.090909091,0.218032787,0,0.036604264,0.406152202,0.95045045,0.600089255
"phoA,clpB,qoxA,aroA,group",0,0.060606061,0,0.090909091,0.218032787,0,0.036604264,0.406152202,0.933933934,0.60002865
"phoA,clpB,qoxA,plsY,group",0,0.060606061,0,0.090909091,0.218032787,0,0.036604264,0.406152202,0.926426426,0.600001102
"phoA,hprK,pitA,qoxA,group",0.060606061,0,0,0.177489177,0.158469945,0,0.010540129,0.407105313,0.954954955,0.589318083
"phoA,hprK,mnh_A1,gatA,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.036562382,0.40715354,0.960960961,0.599709096
"phoA,hprK,abcA,murD,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.036590303,0.407181461,0.962462462,0.599725624
"phoA,hprK,murD,tgt,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.036590303,0.407181461,0.936936937,0.599631962
"phoA,clpB,pitA,trkA,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.036604264,0.407195421,0.945945946,0.599670529
"pmi,hprK,mnh_A1,carB,group",0.060606061,0.060606061,0,0.090909091,0.158469945,0,0.036618224,0.407209381,0.959459459,0.601951483
"phoA,clpB,mnh_A1,murD,group",0,0.060606061,0,0.090909091,0.18852459,0,0.067442867,0.407482609,0.95045045,0.611995394
"phoA,hprK,rnc,dinG,group",0.119318182,0.060606061,0,0,0.217486339,0,0.010540129,0.40795071,0.938438438,0.590001267
"phoA,hprK,typA,dinG,group",0.119318182,0.060606061,0,0,0.217486339,0,0.010540129,0.40795071,0.938438438,0.590001267
"phoA,clpB,mntB,priA,group",0,0.119318182,0,0,0.246994536,0,0.041783585,0.408096303,0.947447447,0.6024804
"phoA,clpB,priA,plsY,group",0,0.119318182,0,0,0.246994536,0,0.041783585,0.408096303,0.927927928,0.602408776
